MEMBER_NO,L,R,F,M,C,D
‘00040150,1611,246,8,0.764979154,0.90567838,低级别
‘00040154,1413,253,4,1.235224586,1.190195035,低级别
‘00040157,1363,154,2,0.337883959,0.67,低级别
‘00040159,1464,503,6,0.448380077,0.728662959,低级别
‘00040160,1572,319,4,0.537016159,0.547491545,低级别
‘00040164,1470,201,4,0.724415485,0.740289383,低级别
‘00040171,1377,196,17,0.333160595,0.701888895,低级别
‘00040172,1766,398,3,0.751777434,0.753693972,低级别
‘00040175,1580,559,8,0.692877493,0.812421652,低级别
‘00040178,1171,430,3,0.430544464,0.861867807,低级别
‘00040182,1752,212,29,0.617029997,0.703680098,低级别
‘00040184,1393,260,4,0.602693082,0.660978177,低级别
‘00040199,1272,402,4,0.661483254,0.606698565,低级别
‘00040201,1692,514,2,0.896355353,0.891230068,低级别
‘00040202,1605,259,15,0.549286425,0.69556035,低级别
‘00040204,974,292,2,0.448628545,0.468981869,低级别
‘00040205,1701,473,3,0.436428412,0.616666667,低级别
‘00040210,1492,538,2,0.860763889,0.925,低级别
‘00040215,1169,704,3,0.7336924,0.844045482,低级别
‘00040217,1700,247,4,0.310907643,0.419944268,低级别
‘00040220,1494,154,9,0.565087041,0.766029981,低级别
‘00040221,1428,194,2,1.11115007,1.165,低级别
‘00040223,1659,330,6,0.681680742,0.741361693,低级别
‘00040224,1728,516,3,0.560849393,0.609225553,低级别
‘00040225,1707,295,2,0.297462817,0.3,低级别
‘00040229,1663,559,4,0.705058472,0.806771825,低级别
‘00040230,1687,68,28,0.723139961,0.758089713,低级别
‘00040231,1492,547,2,0.351871658,0.35,低级别
‘00040237,1643,613,2,1.337711816,1,低级别
‘00040242,1358,176,7,0.619710228,0.606478267,低级别
‘00040245,1717,485,6,0.242016807,0.83512605,低级别
‘00040247,1658,648,4,0.696428571,0.725,低级别
‘00040248,1706,548,4,0.534679539,0.675,低级别
‘00040253,1694,404,9,0.632848476,0.68459177,低级别
‘00040254,1702,600,2,0.508796622,0.6,低级别
‘00040256,1699,151,18,0.423800061,0.71730243,低级别
‘00040257,1682,495,3,0.805430743,0.866666667,低级别
‘00040264,1640,289,7,0.411806167,0.440696035,低级别
‘00040267,1644,540,3,0.347286109,0.435035265,低级别
‘00040269,1645,227,45,0.897983366,0.876890538,低级别
‘00040282,1371,381,6,0.519986894,0.575,低级别
‘00040283,1592,126,3,1.010068892,0.87,低级别
‘00040286,1618,682,2,0.387078652,0.475,低级别
‘00040287,1617,340,2,0.755535607,0.829428486,低级别
‘00040288,1502,399,2,0.870646766,1,低级别
‘00040290,1635,383,2,0.352021358,0.375,低级别
‘00040293,1602,289,14,1.344935972,1.36824447,中等级别
‘00040297,1583,246,7,0.87037037,0.850243056,低级别
‘00040302,683,331,2,0.613126079,0.5,低级别
‘00040304,1648,390,2,0.218598196,0.558535739,低级别
‘00040305,1624,392,13,0.521823328,0.80700283,低级别
‘00040310,1446,302,5,0.78155106,0.742577071,低级别
‘00040313,1253,682,3,0.646162945,0.792917344,低级别
‘00040315,1615,527,2,0.350296443,0.436182477,低级别
‘00040319,1629,143,22,0.596203835,0.666696258,低级别
‘00040321,1624,363,5,0.531865199,0.6,低级别
‘00040323,1592,192,2,0.339901478,0.598333816,低级别
‘00040326,1640,403,2,0.657142857,1,低级别
‘00040328,1664,137,25,0.763648119,0.875276195,低级别
‘00040329,1434,248,5,0.49655954,0.610412855,低级别
‘00040330,1571,241,3,0.521048999,0.494858523,低级别
‘00040335,1629,109,6,0.435701703,0.708034351,低级别
‘00040336,1646,452,5,0.673936457,0.871270867,低级别
‘00040340,1607,654,6,1.057285659,1,低级别
‘00040346,1224,485,3,0.502036904,0.532530554,低级别
‘00040348,1596,590,4,0.690145985,0.775,低级别
‘00040351,1058,304,12,1.380813181,0.883983524,低级别
‘00040358,1231,106,29,0.268185083,0.736359393,低级别
‘00040359,1588,187,15,0.722999863,0.670380129,低级别
‘00040364,1553,250,2,0.534555712,0.579083216,低级别
‘00040373,1387,304,3,0.868101545,0.76,低级别
‘00040375,1593,598,5,0.338701923,0.664038462,低级别
‘00040376,1537,248,2,0.570289855,0.57,低级别
‘00040378,1506,387,2,0.391437309,0.4,低级别
‘00040379,1602,523,6,0.912130782,0.805944641,低级别
‘00040382,1498,150,20,0.817338592,0.804539877,低级别
‘00040384,1524,506,9,0.485248028,0.805019994,低级别
‘00040385,1520,149,11,0.686435584,0.706631937,低级别
‘00040388,1561,678,2,1.335113428,0.8,低级别
‘00040389,1536,260,7,0.509993293,0.656744467,低级别
‘00040391,1560,209,15,0.816488962,0.805001502,低级别
‘00040392,1428,208,3,0.628089888,0.65,低级别
‘00040396,1550,588,2,0.798979592,0.714846939,低级别
‘00040400,1575,346,8,0.268762158,0.573359271,低级别
‘00040401,1240,551,3,1.028938907,1,低级别
‘00040411,1381,325,13,0.749619714,0.866656526,低级别
‘00040414,1536,72,2,1.078763127,0.88,低级别
‘00040415,1236,593,2,0.720752089,0.575,低级别
‘00040416,1321,539,2,0.655290102,0.92559727,低级别
‘00040417,1323,392,13,0.240033734,0.784618379,低级别
‘00040418,1340,480,3,0.480684327,0.671454194,低级别
‘00040420,1349,133,12,0.624260846,0.731494888,低级别
‘00040424,1576,323,2,1.01992966,0.948534584,低级别
‘00040427,1505,421,7,0.622111388,0.685137157,低级别
‘00040429,1488,242,2,0.655963303,0.67,低级别
‘00040430,1481,124,5,0.574707471,0.605175518,低级别
‘00040435,1525,375,3,0.895061728,0.961155203,低级别
‘00040439,1296,491,2,0.358208955,0.425,低级别
‘00040445,1549,84,3,0.393461105,0.456265099,低级别
‘00040446,1735,571,4,0.643149606,0.664787402,低级别
‘00040448,1584,127,2,0.209973753,0.44,低级别
‘00040456,1576,317,9,0.495134049,0.534928109,低级别
‘00040457,1534,578,4,0.733966114,0.876474763,低级别
‘00040460,1565,235,14,0.635411553,0.739510173,低级别
‘00040462,1440,262,11,1.02738255,0.878130872,低级别
‘00040463,1355,245,4,1.075524044,0.98,低级别
‘00040464,1351,503,2,0.649394856,0.7,低级别
‘00040467,1297,443,3,0.337024555,0.4,低级别
‘00040475,1450,428,10,0.636911457,0.649823236,低级别
‘00040476,1505,502,2,0.870531401,0.933333333,低级别
‘00040479,1500,276,4,0.402875329,0.562955443,低级别
‘00040486,1509,248,13,0.640226001,0.648243505,低级别
‘00040487,1530,705,4,0.899499061,0.825391359,低级别
‘00040490,1123,241,4,1.18617284,1.217940741,低级别
‘00040491,1308,433,6,0.799129353,0.916210614,低级别
‘00040492,1253,269,26,0.596746125,0.678372253,低级别
‘00040497,1360,541,9,0.950851064,0.958803191,低级别
‘00040500,1467,335,2,0.573865839,0.670511826,低级别
‘00040502,1106,533,3,0.886047555,0.824091521,低级别
‘00040504,1341,727,2,0.615252575,0.725,低级别
‘00040513,1362,430,3,0.645610978,0.684360706,低级别
‘00040517,1362,110,41,0.759824934,0.787509456,低级别
‘00040518,1332,210,9,0.482265552,0.522121634,低级别
‘00040520,1325,384,2,0.937990581,1,低级别
‘00040522,1250,630,2,0.257731959,0.45,低级别
‘00040523,1284,457,2,0.499062793,0.75,低级别
‘00040529,1491,554,2,0.337024555,0.4,低级别
‘00040530,1483,594,7,0.467799831,0.716738809,低级别
‘00040531,1481,250,13,0.536688755,0.597024946,低级别
‘00040532,1478,442,3,0.638153648,0.629970949,低级别
‘00040534,874,172,9,0.39968515,0.590594718,低级别
‘00040536,1498,220,7,0.79317796,0.779618768,低级别
‘00040539,867,388,5,1.198526703,0.849447514,低级别
‘00040542,1362,459,7,0.27387658,0.746689198,低级别
‘00040543,1442,631,2,0.931681682,0.85,低级别
‘00040548,1172,321,4,0.555142503,0.956034696,低级别
‘00040551,1407,226,3,0.781787306,0.869479941,低级别
‘00040554,1406,71,2,0.731736057,0.7609348,低级别
‘00040555,1539,595,4,0.943757726,0.786217553,低级别
‘00040561,1449,426,7,0.65344366,0.67178754,低级别
‘00040563,1501,564,2,0.462677283,0.771759144,低级别
‘00040564,1447,409,4,0.2145914,0.56393927,低级别
‘00040565,643,258,5,0.55949595,0.654,低级别
‘00040566,1200,234,11,0.433207258,1.132461218,低级别
‘00040567,765,506,6,0.592239426,0.673328927,低级别
‘00040570,1463,629,2,0.864260295,1,低级别
‘00040572,1451,95,20,0.58581682,0.61510259,低级别
‘00040573,1443,640,2,0.923279428,0.925535916,低级别
‘00040575,1471,151,9,0.455470107,0.738853882,低级别
‘00040582,1391,404,2,1.007874016,0.939733495,低级别
‘00040583,1234,277,22,0.447711762,0.590875903,低级别
‘00040591,1328,697,3,0.683769916,0.734971645,低级别
‘00040595,1346,253,3,0.54711925,0.558052702,低级别
‘00040596,1372,243,4,0.442738205,0.678025902,低级别
‘00040604,676,156,9,0.569811922,0.651405802,低级别
‘00040609,415,341,6,1.511457789,0.994405464,低级别
‘00040612,1005,50,2,1.232965607,0.67,低级别
‘00040613,1391,126,2,0.249454545,0.534967273,低级别
‘00040616,1428,107,35,0.790153375,0.74077134,低级别
‘00040618,1425,542,2,0.613421485,0.85,低级别
‘00040620,1313,238,8,0.882565492,0.923190089,低级别
‘00040622,1452,493,5,0.359723192,0.723001714,低级别
‘00040624,873,696,2,0.345704118,0.4,低级别
‘00040625,861,45,2,0.345704118,0.4,低级别
‘00040626,1443,279,6,0.570592463,0.615472841,低级别
‘00040630,697,382,20,0.146798404,0.666870606,低级别
‘00040631,1360,498,5,0.636050517,0.78,低级别
‘00040632,1405,94,56,0.896707077,0.91625,低级别
‘00040635,692,585,4,0.655189295,0.6875,低级别
‘00040638,1375,491,6,0.710272418,0.720126277,低级别
‘00040642,1444,632,4,0.180345008,0.836069002,低级别
‘00040643,1461,506,5,0.56592264,0.61818938,低级别
‘00040646,1431,444,7,0.694982833,0.711291394,低级别
‘00040648,1309,558,2,0.7535572,0.760472396,低级别
‘00040653,1279,52,2,0.984501845,1.155,低级别
‘00040658,1418,69,11,0.739621595,0.795770324,低级别
‘00040659,1440,576,3,0.778171789,0.833333333,低级别
‘00040668,1100,377,3,0.591699818,0.810192905,低级别
‘00040673,1226,310,6,1.115024125,0.923814542,低级别
‘00040674,1153,667,3,0.515042511,1.03,低级别
‘00040681,1436,243,5,0.442984672,0.710400876,低级别
‘00040683,1328,208,22,0.873361434,0.749838344,低级别
‘00040686,1308,442,2,0.852197802,0.825,低级别
‘00040688,1348,620,3,0.779299584,0.854472954,低级别
‘00040699,1171,206,11,0.813053892,0.758093413,低级别
‘00040704,1393,153,14,0.765528938,0.784232916,低级别
‘00040705,1368,346,4,0.980156344,1,低级别
‘00040706,1409,329,7,0.635771369,0.787582523,低级别
‘00040714,1345,196,7,0.80161109,0.741802173,低级别
‘00040722,1127,414,4,0.274487948,0.66994566,低级别
‘00040723,1089,669,2,1.176908752,0.8,低级别
‘00040724,1437,405,5,0.836838535,0.912618725,低级别
‘00040725,1263,435,7,0.283689688,0.640298013,低级别
‘00040726,825,128,29,0.670697624,0.699791465,低级别
‘00040732,1300,390,4,0.734843206,0.808362369,低级别
‘00040735,1241,440,4,0.462994113,0.4625,低级别
‘00040737,1412,224,4,0.902593486,0.807385404,低级别
‘00040743,1201,417,6,0.576836413,0.959290972,低级别
‘00040750,1102,370,2,0.478855721,0.55,低级别
‘00040751,706,138,19,0.755989777,0.764914812,低级别
‘00040756,1364,157,3,0.499843211,0.478739417,低级别
‘00040758,433,311,2,0.350635593,0.4,低级别
‘00040759,1108,527,2,0.701244813,0.68376556,低级别
‘00040760,979,311,4,0.819085487,0.733541607,低级别
‘00040762,1127,426,3,0.881171548,0.9,低级别
‘00040764,1297,669,2,0.35971223,0.79,低级别
‘00040765,1353,373,4,0.374789714,0.913782745,低级别
‘00040770,1358,247,9,0.558419792,0.595300878,低级别
‘00040771,651,603,5,0.287855916,0.38679923,低级别
‘00040774,1384,185,9,0.571278826,0.750175052,低级别
‘00040776,1323,404,8,0.449612403,0.55088639,低级别
‘00040780,1319,534,3,0.875224417,0.801436266,低级别
‘00040782,1374,241,6,0.498490309,0.903595013,低级别
‘00040785,1278,558,5,0.725911616,0.681622796,低级别
‘00040787,1186,94,20,0.528675016,0.609471407,低级别
‘00040788,1096,641,3,0.410118819,0.435875814,低级别
‘00040790,1351,464,3,0.602802665,0.653204686,低级别
‘00040793,1400,686,2,0.349301397,0.797155689,低级别
‘00040798,1233,167,11,0.549134073,0.665567231,低级别
‘00040801,1415,291,13,0.68432402,0.593330208,低级别
‘00040802,1327,661,3,0.417725809,0.483333333,低级别
‘00040803,473,356,2,0.479314286,0.590262857,低级别
‘00040804,1343,269,9,0.604129456,0.655859827,低级别
‘00040805,1307,676,2,0.658864518,0.75,低级别
‘00040809,1162,450,3,0.430773314,0.575357483,低级别
‘00040810,1384,583,4,0.532533577,0.882905203,低级别
‘00040811,1372,458,3,0.739683364,0.783545289,低级别
‘00040816,990,381,14,0.661472594,0.741758351,低级别
‘00040822,1313,244,5,0.343064664,0.425370566,低级别
‘00040829,1316,286,5,0.456944666,0.655740711,低级别
‘00040831,1242,710,2,0.334224599,0.660093583,低级别
‘00040832,1041,353,18,0.746200953,0.762108755,低级别
‘00040833,1138,691,2,1.24202217,1.5,低级别
‘00040835,868,181,10,0.680399402,0.68203711,低级别
‘00040836,979,399,4,0.645249863,0.667792422,低级别
‘00040840,1212,589,3,1.410105758,1.5,中等级别
‘00040848,962,538,5,0.731238743,0.785151091,低级别
‘00040849,987,210,3,0.5803649,0.587098175,低级别
‘00040851,1104,209,9,0.913328401,0.961710179,低级别
‘00040852,1219,228,3,0.381344788,0.709877707,低级别
‘00040856,1260,133,19,0.849854713,1.050827895,低级别
‘00040859,1252,429,5,0.445870307,0.648832765,低级别
‘00040865,1267,701,2,0.861653511,0.891316992,低级别
‘00040866,1273,79,2,0.655989912,0.765039092,低级别
‘00040868,1114,455,2,0.618168914,0.592831796,低级别
‘00040870,1254,240,2,0.667760075,0.75,低级别
‘00040871,928,339,8,0.906976744,0.782022003,低级别
‘00040872,1236,494,2,0.255424955,0.640235081,低级别
‘00040874,1198,479,4,0.36797066,0.4,低级别
‘00040875,1195,292,5,0.273593787,0.687385267,低级别
‘00040876,1256,276,9,0.582574063,0.643046538,低级别
‘00040877,1269,24,2,0.393383818,0.452204065,低级别
‘00040878,1201,189,3,0.711339464,0.58,低级别
‘00040879,1213,102,3,0.76731794,0.866242352,低级别
‘00040884,736,429,2,0.347392064,0.4,低级别
‘00040888,1217,246,5,0.72945106,0.845454545,低级别
‘00040889,1237,360,5,0.870084991,0.992537592,低级别
‘00040893,1137,49,2,0.786542176,0.82,低级别
‘00040895,1125,551,4,0.928720687,1,低级别
‘00040896,1117,720,2,0.82760989,0.825,低级别
‘00040897,1080,310,3,0.674843126,0.694238448,低级别
‘00040898,989,150,14,0.476291578,0.576331564,低级别
‘00040901,1202,275,2,0.366964666,0.400417199,低级别
‘00040902,1203,636,2,0.394599303,0.475,低级别
‘00040906,1134,224,8,0.582010582,0.767646281,低级别
‘00040908,1148,518,8,0.897018291,0.865447256,低级别
‘00040911,1251,291,3,0.311312217,0.678045249,低级别
‘00040912,1181,153,10,0.596283784,0.664298383,低级别
‘00040915,1157,297,8,0.741454654,0.809266687,低级别
‘00040916,1192,469,2,1,1,低级别
‘00040921,1151,175,4,0.682626215,0.785488267,低级别
‘00040923,1219,61,3,0.69047619,0.681095238,低级别
‘00040924,1218,279,9,1.007587003,0.866716147,低级别
‘00040925,1264,683,3,0.392247043,0.578120894,低级别
‘00040931,1234,241,2,0.79150177,0.92,低级别
‘00040932,1223,136,4,0.67711992,0.673941295,低级别
‘00040933,1135,349,2,0.955021326,1.104614192,低级别
‘00040937,1219,533,3,0.344360902,0.354511278,低级别
‘00040940,503,502,2,0.902527076,1,低级别
‘00040941,552,289,5,0.727523531,0.869579682,低级别
‘00040943,1162,375,8,0.861750517,0.854858718,低级别
‘00040944,1172,424,2,0.623929795,0.787821062,低级别
‘00040946,1204,369,2,0.254545455,0.475018182,低级别
‘00040948,1148,459,3,0.584433962,0.591108491,低级别
‘00040951,434,394,2,0.797598628,0.832590051,低级别
‘00040953,1207,507,3,0.552257791,0.58744965,低级别
‘00040956,1200,250,20,1.259819324,0.976811076,低级别
‘00040961,1167,496,6,0.814062085,1,低级别
‘00040963,1196,312,4,0.574506284,0.827872531,低级别
‘00040970,1220,581,7,0.68806191,0.805343121,低级别
‘00040973,1126,75,25,0.519590098,0.543871794,低级别
‘00040974,1116,199,2,0.583375699,0.675,低级别
‘00040975,1163,401,2,0.952941176,0.9,低级别
‘00040976,921,377,3,0.581496836,0.606753218,低级别
‘00040977,1178,248,10,0.690949798,0.715283734,低级别
‘00040978,1181,589,3,0.790960452,0.733333333,低级别
‘00040979,1186,48,2,0.546683838,0.57,低级别
‘00040980,1187,129,5,0.675229358,0.69,低级别
‘00040981,1036,503,2,0.551210428,0.553482309,低级别
‘00040982,1128,272,7,0.597178131,0.871805996,低级别
‘00040985,532,520,4,0.91208134,0.971411483,低级别
‘00040988,1121,518,2,0.563692625,0.544352759,低级别
‘00040994,1168,414,5,0.424247577,0.449829961,低级别
‘00040995,1301,557,2,0.59994546,0.694164167,低级别
‘00040996,977,274,6,0.284732596,0.692167613,低级别
‘00040997,1107,431,19,0.648078838,0.678633726,低级别
‘00040999,1096,540,3,0.881539127,0.716083009,低级别
‘00041004,734,563,10,0.739765418,0.76,低级别
‘00041006,1027,253,2,1.081419624,0.785,低级别
‘00041007,1084,142,2,0.199038847,0.466411694,低级别
‘00041008,1047,351,4,0.773747841,0.797582038,低级别
‘00041010,992,636,3,0.535658532,0.700231141,低级别
‘00041012,700,514,9,0.697743208,0.679842244,低级别
‘00041013,778,579,2,0.678206583,0.75,低级别
‘00041017,585,581,2,0.351523742,0.625,低级别
‘00041022,1219,45,2,0.171858217,0.43,低级别
‘00041025,673,649,2,0.381821403,0.65,低级别
‘00041029,1004,392,4,0.789873418,0.781740506,低级别
‘00041033,1107,674,4,0.636909799,0.759003215,低级别
‘00041037,814,534,3,0.339522546,0.654199823,低级别
‘00041038,1040,558,2,0.786660128,0.759097597,低级别
‘00041044,916,359,2,1,1,低级别
‘00041052,1118,445,6,2.432065217,0.75,低级别
‘00041057,901,287,6,0.837842746,0.848912293,低级别
‘00041065,515,508,3,0.708290422,0.8,低级别
‘00041068,969,275,3,0.673106143,0.689212069,低级别
‘00041074,983,282,3,0.713350309,0.632975628,低级别
‘00041075,386,332,3,1.767505787,0.929904514,低级别
‘00041079,1101,523,6,0.492585232,0.536087754,低级别
‘00041082,1163,323,6,0.53428539,0.55105973,低级别
‘00041086,1068,513,3,0.523552668,0.582158801,低级别
‘00041088,1066,423,3,0.852026144,0.962196078,低级别
‘00041090,1056,525,2,0.73374761,0.775,低级别
‘00041091,674,612,3,0.859649123,0.85,低级别
‘00041100,1145,402,2,0.734621251,0.85,低级别
‘00041105,938,638,3,0.724045408,0.8,低级别
‘00041106,1057,342,14,0.704885787,0.716148477,低级别
‘00041107,1015,295,7,0.589970501,0.6,低级别
‘00041112,984,183,2,0.916981647,0.832996689,低级别
‘00041114,891,382,2,0.566942149,0.643044077,低级别
‘00041125,994,397,5,0.48451708,0.492147948,低级别
‘00041127,1149,398,4,0.754983389,0.827491694,低级别
‘00041142,928,305,3,0.449297297,0.466886486,低级别
‘00041143,956,250,7,0.729532614,0.795011813,低级别
‘00041145,813,180,13,0.797322757,0.769691621,低级别
‘00041151,1131,537,3,0.309018379,0.501025787,低级别
‘00041152,1096,416,4,0.288634789,0.963409563,低级别
‘00041157,1097,31,3,0.671997755,0.676666667,低级别
‘00041159,1173,297,6,0.37216148,0.371666667,低级别
‘00041165,1086,477,2,0.295572168,0.502846463,低级别
‘00041167,585,470,4,0.678206583,0.75,低级别
‘00041168,660,200,17,0.71028911,0.752352941,低级别
‘00041171,945,366,6,0.685992476,0.737414251,低级别
‘00041173,933,367,4,0.591296823,0.684237854,低级别
‘00041174,896,105,30,0.702297059,0.768147445,低级别
‘00041175,1003,371,8,0.329965844,0.387143407,低级别
‘00041178,1092,391,2,0.703336809,0.95,低级别
‘00041179,1087,641,2,0.455891822,0.475,低级别
‘00041180,742,347,7,0.55762995,0.709806426,低级别
‘00041182,882,367,4,0.387934646,0.396030582,低级别
‘00041184,729,513,2,0.567921991,0.63428043,低级别
‘00041185,729,236,2,0.534587714,0.536568899,低级别
‘00041187,1126,598,5,0.76090604,0.728439597,低级别
‘00041189,1072,450,2,0.571428571,0.545383023,低级别
‘00041191,665,142,24,1.530501089,0.757083333,低级别
‘00041195,1119,74,10,0.669104566,0.741684127,低级别
‘00041197,609,387,6,0.267203049,0.649745924,低级别
‘00041198,727,372,26,0.89651862,0.770092466,低级别
‘00041199,562,135,13,1.447963801,0.736153846,低级别
‘00041203,1085,393,2,0.731747605,0.874297985,低级别
‘00041207,985,550,3,0.603593693,0.438118812,低级别
‘00041210,1008,216,7,0.986255924,1.004698262,低级别
‘00041217,1082,208,2,0.400613497,0.642742331,低级别
‘00041218,1079,185,20,0.663620556,0.742664176,低级别
‘00041222,1128,339,2,0.401333099,0.804113313,低级别
‘00041226,1080,405,2,1.466552316,1.5,低级别
‘00041229,1113,462,5,0.373861897,0.777221819,低级别
‘00041236,1118,516,2,0.64664518,0.757632581,低级别
‘00041237,1110,306,2,0.244510978,0.902844311,低级别
‘00041238,1075,390,13,0.493177173,0.703093752,低级别
‘00041241,998,542,3,0.23597453,0.565651257,低级别
‘00041243,1100,154,11,0.758487587,0.734006492,低级别
‘00041248,701,531,3,0.259332892,0.294632207,低级别
‘00041249,709,677,2,1.699346405,0.8,低级别
‘00041250,970,376,4,0.871289322,0.946101019,低级别
‘00041252,762,29,3,0.536614081,0.578212856,低级别
‘00041260,1025,493,3,0.350068306,0.6,低级别
‘00041261,476,186,3,0.502482362,0.92,低级别
‘00041262,1021,621,2,0.74137931,0.796517241,低级别
‘00041268,382,379,2,1.022600446,0.75,低级别
‘00041274,944,274,10,0.573458245,0.695624767,低级别
‘00041277,1087,492,2,0.720205041,0.696881674,低级别
‘00041279,1070,202,9,1.358434185,1.487312864,高级别
‘00041284,1085,369,4,0.593263638,0.731238128,低级别
‘00041291,1082,657,4,0.860906625,0.901549787,低级别
‘00041292,1077,606,2,0.76085209,0.778858521,低级别
‘00041294,1084,300,3,0.930612245,0.826560297,低级别
‘00041296,1049,105,12,0.197286795,0.603607608,低级别
‘00041297,591,340,6,0.578156468,0.718137103,低级别
‘00041298,1098,240,19,0,0.888564188,低级别
‘00041299,1101,231,5,1.443268338,1.035682451,低级别
‘00041305,755,454,2,1.051482059,0.878549142,低级别
‘00041306,755,487,2,0.929663609,0.95,低级别
‘00041309,952,503,3,0.519810202,0.53262159,低级别
‘00041310,958,545,8,0.609760274,0.635612158,低级别
‘00041313,747,501,9,0.475325658,0.677185017,低级别
‘00041316,656,655,2,1.178418148,1.322194972,低级别
‘00041318,638,637,2,4.253448276,1.3,低级别
‘00041319,617,541,2,1.156784719,0.8,低级别
‘00041320,611,599,2,1.13172043,0.8,低级别
‘00041321,605,598,2,0.72997416,0.8,低级别
‘00041324,434,430,4,0.477009593,0.620931194,低级别
‘00041325,427,389,3,0.716316089,0.590847072,低级别
‘00041326,1029,599,3,1.226252159,1,低级别
‘00041327,1016,338,2,1.226252159,1,低级别
‘00041328,1013,526,5,0.365542122,0.515712754,低级别
‘00041329,456,356,3,0.359012817,0.438751023,低级别
‘00041330,466,341,5,0.594516595,0.571127946,低级别
‘00041332,861,426,4,1.086886305,0.85,低级别
‘00041333,816,261,9,2.58045977,0.844444444,低级别
‘00041334,816,532,2,1.905172414,0.775,低级别
‘00041339,1009,488,7,0.695794011,0.775270884,低级别
‘00041342,761,280,14,0.50413099,0.764084422,低级别
‘00041350,512,509,2,0.72997416,0.8,低级别
‘00041351,497,493,3,0.582695703,0.584226015,低级别
‘00041352,482,263,15,2.013793103,0.673333333,低级别
‘00041353,480,351,4,1.206163656,0.646227418,低级别
‘00041354,478,467,2,0.671834625,0.75,低级别
‘00041356,474,311,4,0.952014765,0.8,低级别
‘00041357,500,496,2,1.414728682,0.875,低级别
‘00041358,483,240,4,0.781653747,0.7875,低级别
‘00041359,483,178,10,1.182635023,0.764709444,低级别
‘00041362,705,442,3,0.862202732,0.882248271,低级别
‘00041365,1002,649,5,0.780461812,0.877087034,低级别
‘00041367,985,229,3,0.697677752,0.817373853,低级别
‘00041370,692,176,16,1.01428031,0.774955551,低级别
‘00041373,696,695,2,1.156069364,0.75,低级别
‘00041374,693,663,3,3.137931034,0.933333333,低级别
‘00041376,670,196,11,1.101909675,0.670948502,低级别
‘00041377,622,621,2,1.119483315,0.8,低级别
‘00041378,621,609,2,0.854866494,0.85,低级别
‘00041379,591,371,5,0.664082687,0.75,低级别
‘00041381,951,493,2,0.297992251,0.793589292,低级别
‘00041382,893,324,4,0.455515614,0.538334082,低级别
‘00041383,735,153,17,0.746504002,0.803246697,低级别
‘00041386,751,13,3,0.657596372,0.726403061,低级别
‘00041390,967,438,4,0.90739879,1,低级别
‘00041395,475,96,3,0.387447405,0.546060659,低级别
‘00041399,1016,124,5,0.609238179,0.644623468,低级别
‘00041400,1049,621,4,1.229482812,1,低级别
‘00041402,997,367,5,0.55715178,0.596728607,低级别
‘00041406,875,600,2,3.570689655,1,低级别
‘00041407,914,402,2,1.839378238,1.5,低级别
‘00041410,1016,592,2,0.492763379,0.6,低级别
‘00041411,634,279,8,0.38452994,0.381211754,低级别
‘00041413,498,138,7,0.567567568,0.478823017,低级别
‘00041416,965,464,4,0.604166667,0.783011642,低级别
‘00041419,861,662,4,0.743668931,0.823170167,低级别
‘00041420,812,692,3,0.636882672,0.640993434,低级别
‘00041421,751,638,4,0.32839963,0.524976873,低级别
‘00041422,456,94,11,0.10869932,0.716759264,低级别
‘00041426,820,469,5,0.583989501,0.632650919,低级别
‘00041431,595,517,2,0.325986491,0.65115535,低级别
‘00041432,1011,272,3,1.358809802,1.465571762,低级别
‘00041433,554,530,2,0.471193811,0.6,低级别
‘00041436,763,176,8,0.607793522,0.6825,低级别
‘00041438,769,413,10,0.359909619,0.805374435,低级别
‘00041439,781,160,24,0.424423338,0.506241972,低级别
‘00041440,1026,362,5,0.988355428,0.734915801,低级别
‘00041443,1063,356,2,0.430663221,0.6,低级别
‘00041445,961,544,2,0.488937449,0.55,低级别
‘00041447,906,321,2,0.48873447,0.571867762,低级别
‘00041448,613,607,2,1.02947281,0.949647156,低级别
‘00041453,949,398,2,2.477244103,1,低级别
‘00041456,953,576,2,0.518248175,0.7,低级别
‘00041457,1008,692,2,0.543349754,0.525,低级别
‘00041464,940,189,16,1.105461585,0.750203791,低级别
‘00041466,859,439,7,0.925669576,0.925075233,低级别
‘00041468,1030,296,5,0.838724102,0.889104188,低级别
‘00041475,1072,365,2,0.669681309,0.75,低级别
‘00041476,998,268,8,0.723294885,0.815930291,低级别
‘00041479,1247,399,2,0.499062793,0.75,低级别
‘00041480,980,305,12,0.678353546,0.684371922,低级别
‘00041482,951,176,18,0.63203125,0.657240885,低级别
‘00041483,912,259,4,0.64036643,0.706662234,低级别
‘00041488,1014,305,6,0.87318887,0.939305039,低级别
‘00041490,1066,697,2,0.866211604,0.9,低级别
‘00041493,1006,499,2,0.619256757,0.65,低级别
‘00041494,1020,110,26,0.342509696,0.630745968,低级别
‘00041495,1021,233,4,0.330153015,0.478608461,低级别
‘00041500,833,408,5,0.104653611,0.898104864,低级别
‘00041502,821,666,2,0.475035679,0.4,低级别
‘00041503,848,641,4,0.465831439,0.4,低级别
‘00041516,379,179,2,0.531871701,0.565030451,低级别
‘00041517,1046,548,6,0.218414857,0.825804342,低级别
‘00041518,1045,388,2,0.5382263,0.55,低级别
‘00041521,738,527,6,0.535831103,0.607567648,低级别
‘00041525,978,198,7,0.307972537,0.737697912,低级别
