MEMBER_NO,y_train
бо00049806,0
бо00028630,1
бо00024035,1
бо00058831,1
бо00020956,0
бо00027178,1
бо00023741,1
бо00006558,1
бо00016857,0
бо00060306,1
бо00055196,0
бо00059831,0
бо00051689,1
бо00029278,1
бо00018999,0
бо00002717,1
бо00030515,0
бо00006641,0
бо00033977,0
бо00044254,0
бо00029213,0
бо00061653,0
бо00000461,1
бо00008100,1
бо00056986,1
бо00005763,1
бо00007550,0
бо00030540,0
бо00037855,1
бо00020711,1
бо00050171,0
бо00039964,1
бо00027965,1
бо00013731,1
бо00058752,0
бо00052424,1
бо00013625,0
бо00026034,1
бо00059425,0
бо00016810,0
бо00049835,1
бо00018794,0
бо00014354,0
бо00055505,1
бо00046503,0
бо00000486,0
бо00055657,0
бо00024925,1
бо00062585,0
бо00037470,0
бо00060864,0
бо00037327,0
бо00008086,1
бо00025204,0
бо00050312,1
бо00000820,1
бо00042216,0
бо00041241,1
бо00035861,0
бо00037611,0
бо00043061,0
бо00033612,1
бо00013457,0
бо00013549,1
бо00016176,1
бо00052328,0
бо00017808,1
бо00053184,0
бо00043695,0
бо00036211,0
бо00001055,0
бо00001821,0
бо00010861,1
бо00029842,0
бо00023377,0
бо00011383,0
бо00060444,1
бо00037366,1
бо00014938,1
бо00004858,0
бо00040772,0
бо00039466,1
бо00048207,0
бо00002059,0
бо00006711,0
бо00045569,0
бо00004794,0
бо00038780,0
бо00054449,1
бо00059146,1
бо00026364,0
бо00057780,1
бо00060404,1
бо00002785,0
бо00021285,1
бо00056310,0
бо00040508,0
бо00034993,1
бо00002109,1
бо00028499,0
бо00018150,1
бо00016041,0
бо00017323,1
бо00048064,0
бо00001577,1
бо00016523,0
бо00010635,1
бо00048600,0
бо00046512,0
бо00024723,1
бо00041288,0
бо00022825,0
бо00020685,0
бо00027418,1
бо00047865,0
бо00035566,0
бо00032016,0
бо00027024,0
бо00014029,0
бо00015048,1
бо00008046,1
бо00007019,1
бо00044093,0
бо00022824,0
бо00057690,0
бо00011716,0
бо00038784,1
бо00027414,0
бо00035547,1
бо00022326,0
бо00020885,1
бо00047493,0
бо00036709,0
бо00060010,0
бо00056526,1
бо00053218,1
бо00030564,0
бо00004722,0
бо00020591,0
бо00036657,0
бо00059282,1
бо00059027,1
бо00045334,0
бо00062004,1
бо00023443,0
бо00024792,0
бо00022003,1
бо00000275,1
бо00006295,0
бо00052614,0
бо00025259,0
бо00046787,1
бо00013401,1
бо00041413,1
бо00048766,0
бо00015484,1
бо00055992,0
бо00060668,1
бо00033271,0
бо00055051,0
бо00025573,1
бо00009251,0
бо00013501,1
бо00005455,1
бо00056008,0
бо00017363,0
бо00057659,0
бо00032475,0
бо00046948,1
бо00026452,1
бо00021966,1
бо00046752,1
бо00024497,1
бо00001168,0
бо00038411,0
бо00009948,0
бо00062716,1
бо00061477,0
бо00001477,0
бо00046402,1
бо00035938,0
бо00025671,0
бо00058131,0
бо00002321,1
бо00060044,0
бо00037051,0
бо00054839,1
бо00029299,0
бо00042398,1
бо00060665,0
бо00056248,0
бо00027580,0
бо00035475,0
бо00023809,1
бо00035347,0
бо00006293,0
бо00046648,0
бо00017561,1
бо00044402,1
бо00017360,0
бо00024775,1
бо00025386,0
бо00055080,0
бо00023851,0
бо00048054,1
бо00001094,1
бо00057125,0
бо00006898,1
бо00011101,0
бо00013111,1
бо00015986,0
бо00042092,1
бо00062547,1
бо00032436,0
бо00020559,0
бо00013762,0
бо00060794,0
бо00030684,0
бо00008590,0
бо00026878,0
бо00033865,0
бо00033257,0
бо00014357,1
бо00022229,0
бо00061732,0
бо00012765,1
бо00007583,0
бо00017435,1
бо00018395,0
бо00057922,1
бо00014112,1
бо00026508,1
бо00022137,1
бо00040627,0
бо00053525,0
бо00021257,0
бо00015182,0
бо00020934,1
бо00007836,1
бо00057556,0
бо00019782,1
бо00047627,0
бо00013756,0
бо00003615,0
бо00018428,1
бо00002198,0
бо00047779,0
бо00012939,0
бо00008887,1
бо00000957,0
бо00018480,1
бо00021197,1
бо00014477,1
бо00058458,0
бо00052171,0
бо00040393,0
бо00017874,1
бо00009999,1
бо00041677,0
бо00003771,1
бо00024079,0
бо00045385,1
бо00007607,1
бо00010017,0
бо00044779,0
бо00056782,0
бо00049198,0
бо00024388,0
бо00031819,1
бо00007645,1
бо00001478,1
бо00028745,1
бо00035236,0
бо00012841,0
бо00004195,1
бо00028407,1
бо00016974,0
бо00050769,0
бо00031166,1
бо00016835,1
бо00028400,1
бо00027244,1
бо00036995,0
бо00028033,0
бо00016750,1
бо00062885,0
бо00058683,0
бо00051550,1
бо00040122,0
бо00052814,0
бо00057357,0
бо00026462,0
бо00020267,0
бо00030752,1
бо00032520,1
бо00015312,1
бо00022505,0
бо00024010,0
бо00032866,1
бо00046067,0
бо00000390,0
бо00040383,0
бо00003927,1
бо00059914,0
бо00037049,1
бо00043993,0
бо00055952,1
бо00044180,0
бо00045796,1
бо00037176,0
бо00014663,1
бо00011041,0
бо00043295,0
бо00005708,0
бо00058603,0
бо00047383,0
бо00050841,1
бо00017740,1
бо00000590,0
бо00054134,0
бо00056408,0
бо00007120,1
бо00056898,0
бо00001255,1
бо00026121,0
бо00010456,0
бо00007992,0
бо00050568,1
бо00041869,0
бо00037331,1
бо00041941,1
бо00032733,1
бо00027514,0
бо00010686,1
бо00040098,0
бо00052523,1
бо00059861,0
бо00021194,0
бо00008610,0
бо00007270,1
бо00025610,0
бо00025189,1
бо00062881,1
бо00062311,0
бо00017330,1
бо00056928,0
бо00026670,0
бо00034321,0
бо00048075,1
бо00042052,1
бо00018036,0
бо00057057,0
бо00043641,0
бо00003194,1
бо00047278,0
бо00054233,0
бо00032593,1
бо00044371,0
бо00030835,1
бо00050757,0
бо00001019,0
бо00037657,1
бо00033261,1
бо00023590,0
бо00061823,0
бо00007982,1
бо00039147,0
бо00046274,1
бо00061822,0
бо00023350,0
бо00043471,1
бо00010877,1
бо00059881,0
бо00035489,0
бо00008392,0
бо00008965,0
бо00048189,0
бо00044482,0
бо00047253,0
бо00025240,1
бо00052652,1
бо00031745,0
бо00036012,0
бо00043362,0
бо00036332,0
бо00002301,1
бо00012733,1
бо00032331,0
бо00050004,0
бо00062687,1
бо00048146,1
бо00024993,0
бо00002972,1
бо00003012,0
бо00014345,1
бо00005551,0
бо00017164,1
бо00058207,1
бо00008684,0
бо00033627,1
бо00053087,1
бо00057665,1
бо00062898,0
бо00028623,0
бо00009018,1
бо00048985,0
бо00021050,0
бо00044524,0
бо00008585,0
бо00029024,1
бо00045216,1
бо00039862,0
бо00044458,0
бо00060993,1
бо00027521,0
бо00024439,0
бо00015096,0
бо00036335,0
бо00022748,1
бо00043773,1
бо00047781,1
бо00054763,1
бо00027204,1
бо00046032,0
бо00021500,0
бо00005030,1
бо00016241,0
бо00005920,1
бо00004358,1
бо00058085,0
бо00021996,1
бо00055066,0
бо00017159,1
бо00051214,1
бо00009066,1
бо00036219,1
бо00053456,1
бо00006757,1
бо00023715,0
бо00046114,0
бо00001974,1
бо00050588,1
бо00014198,1
бо00061806,1
бо00017192,1
бо00025125,0
бо00040602,0
бо00056499,1
бо00040264,1
бо00054084,0
бо00014434,1
бо00003097,0
бо00051676,0
бо00007834,0
бо00059917,0
бо00047088,0
бо00049191,1
бо00043036,1
бо00045015,0
бо00037700,0
бо00044676,1
бо00018774,0
бо00015861,0
бо00049887,1
бо00034889,0
бо00043437,1
бо00035595,0
бо00028753,0
бо00051534,0
бо00030642,1
бо00040686,1
бо00026244,1
бо00015320,1
бо00002927,1
бо00008770,1
бо00014054,0
бо00004946,0
бо00019262,1
бо00045878,0
бо00057097,0
бо00029826,1
бо00024938,0
бо00017282,1
бо00003577,1
бо00046591,1
бо00007724,0
бо00048208,1
бо00011370,0
бо00021116,0
бо00000162,0
бо00052881,0
бо00017514,1
бо00043104,0
бо00001646,1
бо00019881,0
бо00053244,0
бо00039149,0
бо00049405,0
бо00026506,1
бо00007196,0
бо00010323,0
бо00025130,0
бо00021152,0
бо00018384,0
бо00043607,1
бо00018951,0
бо00020778,0
бо00035482,0
бо00032491,0
бо00015372,1
бо00009516,0
бо00020595,0
бо00037864,0
бо00048149,1
бо00032132,0
бо00010265,0
бо00033608,1
бо00041520,0
бо00017524,1
бо00049901,0
бо00010538,0
бо00026469,0
бо00003893,0
бо00059198,0
бо00051798,0
бо00044297,1
бо00019177,0
бо00043696,1
бо00021629,0
бо00058363,1
бо00024731,1
бо00057081,0
бо00010473,1
бо00013004,1
бо00002359,0
бо00032022,0
бо00035161,1
бо00045455,0
бо00009132,1
бо00001287,1
бо00019800,0
бо00025408,1
бо00061098,0
бо00050176,0
бо00056511,1
бо00058490,0
бо00012738,1
бо00049055,0
бо00050495,0
бо00052459,1
бо00060540,1
бо00002326,0
бо00059691,0
бо00007030,0
бо00045005,0
бо00051943,0
бо00038535,1
бо00005807,1
бо00032789,1
бо00054351,0
бо00033841,1
бо00032674,0
бо00037150,1
бо00044866,0
бо00020791,0
бо00048422,1
бо00032098,0
бо00012663,1
бо00015437,0
бо00052278,0
бо00046617,1
бо00010853,1
бо00006351,0
бо00054990,1
бо00061627,1
бо00061093,1
бо00053098,1
бо00040535,0
бо00012630,1
бо00020156,1
бо00026935,0
бо00060258,0
бо00022968,1
бо00012017,0
бо00016002,1
бо00011733,1
бо00023387,0
бо00037653,0
бо00021574,0
бо00044921,0
бо00011645,1
бо00002338,0
бо00055607,0
бо00019190,0
бо00042111,1
бо00047299,0
бо00019039,1
бо00025647,1
бо00006770,1
бо00023223,0
бо00024563,0
бо00051443,0
бо00032086,1
бо00010501,1
бо00035354,0
бо00015972,1
бо00010320,1
бо00014190,1
бо00010408,1
бо00011782,0
бо00042860,1
бо00017289,1
бо00037066,1
бо00050672,1
бо00001177,1
бо00040606,0
бо00046969,0
бо00044981,0
бо00026929,1
бо00037536,1
бо00026781,0
бо00049564,0
бо00019277,0
бо00035766,0
бо00008430,0
бо00055895,0
бо00035152,1
бо00025765,0
бо00025839,0
бо00015176,1
бо00011619,0
бо00045915,0
бо00055561,1
бо00012267,0
бо00016444,0
бо00006434,0
бо00010874,1
бо00011659,1
бо00005845,0
бо00029146,0
бо00041087,0
бо00025388,1
бо00001958,1
бо00060197,1
бо00022287,0
бо00047707,0
бо00038571,1
бо00043232,0
бо00038628,0
бо00039804,1
бо00034524,1
бо00037080,0
бо00055109,1
бо00011035,0
бо00054948,0
бо00032845,0
бо00057801,0
бо00042891,1
бо00001550,0
бо00050019,1
бо00011243,0
бо00021558,1
бо00001142,0
бо00038135,1
бо00050800,1
бо00006709,0
бо00049971,0
бо00024256,1
бо00054077,1
бо00047939,0
бо00054585,0
бо00044344,0
бо00016607,1
бо00062884,0
бо00012414,1
бо00017998,1
бо00016586,1
бо00029701,0
бо00032825,1
бо00051776,1
бо00049579,1
бо00053787,0
бо00009415,1
бо00028043,0
бо00060861,1
бо00019440,0
бо00052048,1
бо00060672,1
бо00021843,1
бо00048800,0
бо00047930,1
бо00007556,1
бо00062533,1
бо00014835,0
бо00035893,0
бо00011847,1
бо00022283,1
бо00025780,1
бо00009995,1
бо00039393,0
бо00057965,1
бо00046931,0
бо00046556,0
бо00031506,0
бо00027065,0
бо00049880,0
бо00001155,0
бо00030334,0
бо00029347,0
бо00043518,1
бо00055394,1
бо00020280,1
бо00033356,1
бо00058090,0
бо00025514,0
бо00035954,0
бо00061418,0
бо00024403,0
бо00021355,0
бо00016470,1
бо00001685,0
бо00059830,0
бо00031934,0
бо00039419,0
бо00021774,0
бо00034932,1
бо00038980,0
бо00016438,0
бо00033214,0
бо00031658,1
бо00011089,1
бо00058929,1
бо00004638,0
бо00026713,0
бо00033428,0
бо00050786,0
бо00051541,0
бо00042148,0
бо00004901,1
бо00009646,0
бо00052019,1
бо00014447,0
бо00042453,1
бо00058679,0
бо00012538,1
бо00047439,0
бо00057554,0
бо00031740,0
бо00001849,0
бо00026977,0
бо00009854,0
бо00017416,1
бо00055324,0
бо00013409,1
бо00048553,1
бо00038567,0
бо00022557,1
бо00060867,0
бо00045595,0
бо00044610,0
бо00049823,0
бо00026981,0
бо00008817,0
бо00003213,0
бо00023094,0
бо00053695,1
бо00016952,1
бо00060317,1
бо00062941,1
бо00050374,1
бо00024017,0
бо00046602,1
бо00053890,1
бо00055285,0
бо00059646,1
бо00062398,0
бо00001682,0
бо00047449,0
бо00010186,1
бо00060711,0
бо00039950,0
бо00011467,0
бо00023235,0
бо00033848,0
бо00050227,0
бо00015034,1
бо00032228,0
бо00049554,0
бо00010611,0
бо00005916,1
бо00040875,1
бо00045320,1
бо00007715,1
бо00019794,0
бо00007227,1
бо00010326,0
бо00041604,1
бо00031188,0
бо00029193,0
бо00032432,1
бо00007412,1
бо00004640,0
бо00001507,0
бо00040494,0
бо00002608,0
бо00044503,1
бо00001999,0
бо00051336,1
бо00040894,0
бо00022053,0
бо00041937,0
бо00040565,1
бо00039196,0
бо00052210,0
бо00009801,1
бо00043254,0
бо00037755,0
бо00016620,1
бо00062845,1
бо00034383,0
бо00015982,1
бо00054730,0
бо00002593,0
бо00033310,0
бо00035488,0
бо00023628,1
бо00001467,0
бо00029807,1
бо00040832,1
бо00018105,0
бо00011806,1
бо00013301,1
бо00036488,0
бо00041108,0
бо00032223,1
бо00030788,0
бо00060757,0
бо00044933,1
бо00009889,0
бо00041159,1
бо00040854,0
бо00060645,0
бо00011249,0
бо00001438,1
бо00041488,1
бо00048879,1
бо00043311,1
бо00015509,1
бо00011116,1
бо00042708,1
бо00012989,0
бо00056267,0
бо00007649,0
бо00061799,0
бо00058564,0
бо00010576,1
бо00059473,1
бо00024911,1
бо00004889,1
бо00049687,0
бо00035699,0
бо00009255,1
бо00061868,1
бо00045665,0
бо00056392,0
бо00029540,0
бо00002632,0
бо00045255,0
бо00018125,1
бо00057131,0
бо00056716,0
бо00044332,1
бо00013860,1
бо00008225,0
бо00014118,1
бо00026472,0
бо00056972,1
бо00013873,1
бо00051372,0
бо00049940,1
бо00012839,0
бо00050066,1
бо00006878,1
бо00029103,0
бо00013980,1
бо00042914,0
бо00027388,0
бо00062497,0
бо00055656,0
бо00009803,1
бо00023081,1
бо00000363,0
бо00007391,1
бо00052050,1
бо00003872,0
бо00006801,1
бо00037670,0
бо00024751,0
бо00006374,1
бо00058935,1
бо00038652,0
бо00019645,0
бо00029368,1
бо00056043,1
бо00015999,0
бо00019636,0
бо00036042,1
бо00016866,1
бо00028526,0
бо00015759,0
бо00014728,1
бо00006609,1
бо00044642,0
бо00035469,0
бо00013918,0
бо00037154,0
бо00030356,0
бо00025140,1
бо00040563,1
бо00030791,0
бо00060947,0
бо00043811,1
бо00046759,1
бо00057588,0
бо00009977,0
бо00055539,0
бо00062312,0
бо00058860,0
бо00028791,0
бо00026920,0
бо00027485,1
бо00004564,0
бо00011613,0
бо00014578,0
бо00016079,1
бо00013695,0
бо00010471,1
бо00008205,1
бо00019395,1
бо00039913,0
бо00036411,1
бо00038810,0
бо00055294,0
бо00029686,0
бо00027679,0
бо00031860,0
бо00061145,1
бо00030195,0
бо00047547,0
бо00039065,0
бо00043575,0
бо00046607,0
бо00056092,1
бо00007354,1
бо00057241,1
бо00039918,0
бо00047965,0
бо00024705,0
бо00053450,1
бо00047679,0
бо00043207,0
бо00039089,0
бо00031346,1
бо00007959,1
бо00007420,1
бо00037914,0
бо00042615,1
бо00020135,0
бо00014674,0
бо00044137,1
бо00024756,1
бо00053127,0
бо00012018,0
бо00009313,1
бо00044348,0
бо00006637,1
бо00059156,1
бо00021083,0
бо00062241,1
бо00047862,1
бо00011748,1
бо00057284,0
бо00005610,1
бо00015688,1
бо00010630,0
бо00044006,1
бо00003118,0
бо00051301,0
бо00061186,1
бо00051200,1
бо00036623,0
бо00034724,1
бо00056076,0
бо00016124,1
бо00026866,0
бо00009186,0
бо00033275,1
бо00062927,1
бо00032138,1
бо00026367,1
бо00045418,1
бо00017117,1
бо00021505,0
бо00049429,0
бо00026769,1
бо00051569,1
бо00020395,1
бо00061403,1
бо00024354,0
бо00050087,0
бо00004773,1
бо00015649,0
бо00008644,0
бо00006982,1
бо00059016,1
бо00004900,0
бо00010401,1
бо00024438,1
бо00040496,0
бо00010452,1
бо00008365,0
бо00007322,1
бо00015570,0
бо00004096,0
бо00030005,1
бо00039588,0
бо00040792,0
бо00010604,0
бо00051377,1
бо00018625,1
бо00054178,1
бо00050000,0
бо00032578,0
бо00027979,0
бо00056958,0
бо00034141,1
бо00039257,0
бо00007738,1
бо00022841,0
бо00056934,1
бо00004579,1
бо00044047,0
бо00043831,0
бо00042021,1
бо00048172,1
бо00001765,1
бо00057304,0
бо00062342,0
бо00013321,1
бо00002908,1
бо00014882,0
бо00031491,0
бо00011327,0
бо00031054,0
бо00051094,1
бо00060384,0
бо00000923,1
бо00057273,0
бо00062679,0
бо00007746,0
бо00043827,0
бо00017846,0
бо00005114,0
бо00052312,0
бо00043272,1
бо00004467,1
бо00044979,0
бо00058579,0
бо00001223,1
бо00008417,0
бо00059951,1
бо00020533,0
бо00034016,1
бо00025733,1
бо00056181,0
бо00056190,0
бо00015015,1
бо00042737,1
бо00019483,0
бо00034752,0
бо00033158,0
бо00053091,1
бо00032317,1
бо00046082,1
бо00028548,0
бо00051882,0
бо00047959,0
бо00021096,0
бо00061361,0
бо00024523,1
бо00041489,0
бо00006000,1
бо00024890,1
бо00015153,0
бо00034856,0
бо00009249,1
бо00040642,1
бо00030321,0
бо00023889,1
бо00023950,1
бо00036342,0
бо00015592,0
бо00039875,0
бо00007172,0
бо00061296,0
бо00017399,0
бо00007298,1
бо00036063,0
бо00011766,0
бо00042088,0
бо00006191,1
бо00025555,0
бо00026136,0
бо00037347,0
бо00030401,1
бо00027245,0
бо00007236,0
бо00007184,0
бо00017294,0
бо00046440,1
бо00046159,1
бо00024503,1
бо00024962,1
бо00033094,1
бо00024657,0
бо00034072,0
бо00052514,0
бо00061743,0
бо00033641,1
бо00057224,0
бо00022394,0
бо00034310,0
бо00017773,1
бо00003541,0
бо00006576,0
бо00008222,1
бо00004925,1
бо00060805,0
бо00048500,1
бо00054455,1
бо00059364,0
бо00048183,0
бо00027677,0
бо00010318,0
бо00006875,1
бо00043293,1
бо00005898,0
бо00059317,1
бо00059764,0
бо00008196,0
бо00062827,1
бо00025696,1
бо00019316,0
бо00038592,1
бо00039618,0
бо00058778,0
бо00043370,0
бо00060019,0
бо00027180,1
бо00026149,1
бо00037912,0
бо00004912,1
бо00017552,1
бо00005113,0
бо00024535,0
бо00058104,1
бо00018875,0
бо00022383,0
бо00042400,0
бо00006785,0
бо00033005,1
бо00022702,0
бо00011616,0
бо00004936,0
бо00005488,1
бо00045228,1
бо00021274,1
бо00043853,0
бо00028037,0
бо00013221,1
бо00034341,1
бо00061441,1
бо00047905,0
бо00042542,0
бо00040987,0
бо00008719,0
бо00051098,0
бо00040959,0
бо00013543,0
бо00019092,1
бо00013220,0
бо00027859,0
бо00014879,1
бо00013818,1
бо00009880,1
бо00006046,0
бо00061776,1
бо00039004,1
бо00042325,0
бо00057052,0
бо00057670,0
бо00007053,1
бо00037976,0
бо00027551,1
бо00030714,0
бо00053701,0
бо00030280,0
бо00045337,0
бо00062785,0
бо00043511,0
бо00055728,1
бо00054404,1
бо00060153,1
бо00054764,0
бо00010544,1
бо00017251,1
бо00056419,1
бо00035028,1
бо00017942,0
бо00022810,0
бо00038755,1
бо00034744,1
бо00025868,0
бо00012592,0
бо00025627,1
бо00019763,1
бо00035207,0
бо00020612,0
бо00034148,1
бо00004853,0
бо00033015,0
бо00013531,1
бо00028277,0
бо00035369,0
бо00039787,0
бо00000099,0
бо00060167,1
бо00050562,1
бо00008785,0
бо00037241,1
бо00034358,0
бо00005862,1
бо00030520,1
бо00050228,1
бо00061392,0
бо00034801,0
бо00006989,1
бо00026529,0
бо00043558,0
бо00005612,0
бо00039932,0
бо00037096,0
бо00032964,1
бо00046751,1
бо00034067,0
бо00050079,1
бо00027754,0
бо00054909,0
бо00034740,1
бо00060862,0
бо00024103,1
бо00035164,0
бо00060248,0
бо00012219,0
бо00050952,0
бо00016935,1
бо00017921,1
бо00057990,0
бо00050725,1
бо00061955,0
бо00053963,0
бо00055106,0
бо00002477,0
бо00002078,0
бо00039512,0
бо00020282,0
бо00008503,1
бо00035755,1
бо00031024,1
бо00006749,1
бо00012339,1
бо00016959,0
бо00017955,0
бо00061943,0
бо00019962,0
бо00012842,1
бо00005601,1
бо00044752,0
бо00000488,1
бо00040037,0
бо00035340,0
бо00023764,0
бо00010117,1
бо00044856,1
бо00047743,1
бо00030931,1
бо00020794,1
бо00055399,0
бо00016263,1
бо00033260,1
бо00039333,1
бо00059732,0
бо00023875,0
бо00045518,0
бо00039344,1
бо00031572,0
бо00011140,1
бо00024967,0
бо00040943,1
бо00049873,0
бо00012475,0
бо00034723,0
бо00031956,0
бо00037618,0
бо00039325,1
бо00054073,1
бо00034966,1
бо00049837,1
бо00061024,1
бо00025398,1
бо00027774,0
бо00039291,0
бо00033446,1
бо00006339,0
бо00047947,1
бо00027668,0
бо00044203,0
бо00061468,0
бо00015507,0
бо00051172,0
бо00058163,1
бо00062730,1
бо00018677,0
бо00027998,0
бо00026864,0
бо00034119,0
бо00010179,0
бо00029789,0
бо00029459,0
бо00059581,0
бо00044888,0
бо00002096,1
бо00060577,0
бо00009100,1
бо00024268,0
бо00009768,1
бо00032884,0
бо00014418,1
бо00039682,0
бо00021759,0
бо00051848,0
бо00053577,0
бо00031032,1
бо00045729,0
бо00009442,1
бо00036871,1
бо00060928,0
бо00025716,0
бо00046316,0
бо00028947,0
бо00049635,0
бо00028419,0
бо00015567,0
бо00021693,0
бо00027656,0
бо00023629,0
бо00011439,0
бо00001297,0
бо00055671,0
бо00060166,0
бо00060669,1
бо00018032,0
бо00003146,1
бо00015408,0
бо00013083,0
бо00053323,1
бо00029125,0
бо00029229,0
бо00059332,0
бо00000496,0
бо00017616,0
бо00029295,0
бо00051171,0
бо00029711,0
бо00029411,1
бо00057009,0
бо00056743,1
бо00060181,0
бо00060091,1
бо00001897,0
бо00054171,1
бо00021045,1
бо00030983,1
бо00012205,1
бо00048765,1
бо00029908,0
бо00038467,0
бо00015235,1
бо00027719,0
бо00047403,0
бо00019216,0
бо00039451,0
бо00009834,0
бо00008604,1
бо00041637,0
бо00050455,0
бо00049759,0
бо00058487,0
бо00054865,1
бо00027125,0
бо00033868,1
бо00023290,1
бо00037962,0
бо00047830,0
бо00011112,0
бо00018704,0
бо00044892,0
бо00049941,0
бо00039835,1
бо00033035,1
бо00060973,1
бо00060568,1
бо00038606,0
бо00055968,0
бо00024190,0
бо00035484,0
бо00006573,0
бо00036237,1
бо00014639,1
бо00008233,1
бо00033143,1
бо00003925,1
бо00059145,0
бо00043351,0
бо00011591,1
бо00062220,0
бо00026833,0
бо00034338,1
бо00054116,1
бо00061688,0
бо00009514,0
бо00044154,0
бо00058735,0
бо00003282,1
бо00006352,0
бо00004595,0
бо00022350,0
бо00057697,1
бо00023529,0
бо00008224,1
бо00004768,1
бо00011137,0
бо00026813,0
бо00001534,0
бо00010613,0
бо00037570,1
бо00052131,1
бо00051299,1
бо00030733,1
бо00016707,0
бо00041735,0
бо00003138,0
бо00022464,1
бо00018942,1
бо00009394,1
бо00046214,1
бо00028766,1
бо00038379,0
бо00041592,0
бо00025367,0
бо00011463,0
бо00048779,0
бо00020588,0
бо00019818,1
бо00062035,0
бо00060269,0
бо00032885,0
бо00032876,1
бо00023963,1
бо00046952,0
бо00028009,0
бо00034695,1
бо00051577,0
бо00027527,0
бо00030041,0
бо00006176,0
бо00031000,0
бо00027399,0
бо00057947,1
бо00003232,0
бо00020919,0
бо00019101,1
бо00060621,0
бо00010977,0
бо00046616,1
бо00037710,1
бо00061521,0
бо00002622,0
бо00024676,0
бо00005512,1
бо00027687,0
бо00060643,0
бо00041463,0
бо00034426,0
бо00024829,1
бо00054600,0
бо00042106,1
бо00045097,1
бо00007818,1
бо00060790,1
бо00021929,0
бо00050846,1
бо00010891,0
бо00013741,0
бо00031016,0
бо00015367,0
бо00029769,1
бо00049807,0
бо00001053,0
бо00003579,1
бо00022254,1
бо00037526,0
бо00054180,1
бо00060873,0
бо00039943,0
бо00029885,0
бо00062442,0
бо00047275,1
бо00006986,1
бо00051737,1
бо00010313,1
бо00035320,0
бо00034168,0
бо00014708,0
бо00056407,1
бо00023645,1
бо00036106,1
бо00042867,0
бо00054581,1
бо00050553,0
бо00018457,1
бо00044987,0
бо00022158,0
бо00030357,0
бо00053951,0
бо00030925,1
бо00029252,0
бо00003076,0
бо00051540,0
бо00027592,0
бо00004960,1
бо00015142,0
бо00036477,0
бо00005042,1
бо00000008,0
бо00040058,0
бо00022071,1
бо00054256,0
бо00000694,0
бо00043932,1
бо00047350,1
бо00043065,0
бо00035075,1
бо00026858,0
бо00052012,0
бо00022395,0
бо00004713,0
бо00051656,0
бо00025940,0
бо00050526,1
бо00023696,1
бо00043318,1
бо00019272,1
бо00050133,1
бо00003347,0
бо00008135,1
бо00007670,1
бо00038553,0
бо00047230,0
бо00040613,1
бо00001343,1
бо00025618,1
бо00054820,0
бо00021713,1
бо00000635,0
бо00023826,0
бо00046039,1
бо00002144,0
бо00004217,0
бо00013660,0
бо00029284,1
бо00050791,1
бо00030306,0
бо00040626,1
бо00031130,0
бо00002293,0
бо00020949,0
бо00006291,1
бо00030689,1
бо00050153,0
бо00001413,0
бо00022542,0
бо00060008,0
бо00037602,0
бо00025427,1
бо00023605,0
бо00043585,0
бо00015243,1
бо00056566,0
бо00020709,1
бо00055885,0
бо00021923,1
бо00040384,1
бо00004078,0
бо00016512,0
бо00038354,1
бо00009492,1
бо00020455,0
бо00035372,0
бо00001926,0
бо00057242,0
бо00022503,1
бо00032993,1
бо00044500,1
бо00049543,1
бо00043783,0
бо00012660,0
бо00054392,1
бо00019154,0
бо00049952,0
бо00018224,0
бо00052702,0
бо00041470,0
бо00041408,0
бо00046115,0
бо00058528,1
бо00003851,0
бо00013692,0
бо00038468,1
бо00005825,0
бо00028528,0
бо00028781,1
бо00030159,0
бо00041433,1
бо00038331,0
бо00038666,0
бо00018421,1
бо00021084,1
бо00012155,0
бо00011579,0
бо00005503,1
бо00044649,1
бо00053059,0
бо00004348,0
бо00024900,0
бо00026113,1
бо00002587,0
бо00031630,0
бо00030946,0
бо00049119,0
бо00053849,0
бо00018297,0
бо00053134,1
бо00036044,0
бо00030161,0
бо00025453,1
бо00045488,0
бо00022982,0
бо00025008,1
бо00009844,0
бо00031305,0
бо00048308,0
бо00000721,1
бо00057606,0
бо00017027,1
бо00044325,1
бо00040949,0
бо00056760,1
бо00031501,0
бо00014485,1
бо00015219,0
бо00016970,0
бо00018619,1
бо00016824,1
бо00019314,0
бо00024289,0
бо00022282,1
бо00032907,0
бо00027933,0
бо00020721,1
бо00056502,0
бо00061314,0
бо00049500,0
бо00007782,0
бо00044279,0
бо00013957,1
бо00024679,1
бо00023993,0
бо00014253,1
бо00047329,0
бо00003904,1
бо00007501,0
бо00016576,0
бо00005886,1
бо00048460,0
бо00010075,0
бо00043383,0
бо00015513,1
бо00028472,0
бо00036860,0
бо00043277,1
бо00017170,1
бо00030365,1
бо00016948,0
бо00037830,1
бо00001711,0
бо00022495,0
бо00036345,1
бо00001770,1
бо00032576,1
бо00014885,1
бо00017332,0
бо00000608,0
бо00056004,1
бо00015477,1
бо00034879,1
бо00062855,0
бо00022539,0
бо00048044,0
бо00003472,0
бо00015839,1
бо00059733,0
бо00000157,1
бо00016010,0
бо00017007,0
бо00030669,1
бо00011132,1
бо00051978,1
бо00003959,0
бо00002902,1
бо00010215,0
бо00000119,0
бо00042282,1
бо00037098,0
бо00057359,0
бо00017784,0
бо00022043,0
бо00013086,1
