MEMBER_NO,L,R,F,M,C,D,runoff_flag
‘00022967,1289,3,2,0.8,0.74761165,低级别,0
‘00022968,1300,607,2,0.692439863,0.65,低级别,1
‘00022969,1202,84,10,0.63187251,0.642402833,低级别,0
‘00022970,1270,120,10,0.534005038,0.6980989,低级别,1
‘00022971,1205,76,12,0.614410515,0.888129358,低级别,0
‘00022972,1112,666,2,0.360766962,0.375,低级别,1
‘00022973,1149,260,16,0.699903741,0.863579181,低级别,1
‘00022974,1005,514,2,1.012751349,1.037027955,低级别,1
‘00022977,936,163,17,0.572394904,0.576768477,低级别,1
‘00022978,1155,620,3,0.303320562,0.696695402,低级别,1
‘00022979,1297,3,21,0.786478039,0.842711521,低级别,0
‘00022980,1552,135,14,0.405172658,0.572031954,低级别,1
‘00022981,1087,109,10,0.422128084,0.639982557,低级别,0
‘00022982,1227,12,44,1.295154329,0.77480807,中等级别,0
‘00022983,1161,70,16,0.690034536,0.800133514,低级别,0
‘00022984,970,82,12,1.410220682,0.961171951,低级别,0
‘00022985,1176,13,7,0.721894715,0.841149033,低级别,0
‘00022987,1167,83,25,0.631304348,0.758926609,低级别,0
‘00022988,1181,120,3,0.8281471,0.955685997,低级别,0
‘00022989,1241,566,4,1.002753557,1,低级别,1
‘00022990,1241,74,14,0.701878145,0.832884615,低级别,0
‘00022991,1233,120,5,0.713827839,0.810300672,低级别,0
‘00022992,1233,116,14,0.767676271,0.825962238,低级别,0
‘00022993,1181,21,12,0.469528728,0.677051646,低级别,0
‘00022994,1268,1,17,0.557030069,0.630785738,低级别,0
‘00022995,1252,17,12,0.675475285,0.746894962,低级别,0
‘00022997,1247,7,11,0.510824862,0.5027035,低级别,0
‘00022998,1213,26,15,0.671776244,0.739205231,低级别,0
‘00022999,1165,23,48,0.71426786,0.879216392,中等级别,0
‘00023001,1203,4,28,0.594258675,0.635205047,低级别,0
‘00023002,1146,4,5,1.035333257,1.161805667,低级别,0
‘00023003,1167,6,7,1.001428015,1.143445411,低级别,0
‘00023004,1189,220,11,0.510724303,0.619655997,低级别,1
‘00023005,1190,69,8,0.484726626,0.592903101,低级别,0
‘00023007,1219,77,5,0.53027377,0.760577076,低级别,0
‘00023008,1079,20,26,0.651101585,0.752494845,低级别,0
‘00023009,1209,100,27,0.911783945,0.879320313,低级别,0
‘00023010,492,73,7,0.795830089,0.879564841,低级别,0
‘00023011,552,358,5,0.551538882,0.607043344,低级别,1
‘00023012,542,542,2,0.84717608,0.799734219,低级别,1
‘00023013,414,32,6,0.519101796,0.693901796,低级别,0
‘00023014,1099,73,29,0.580649845,0.753500682,低级别,0
‘00023015,1133,173,2,0.598218584,0.71,低级别,0
‘00023016,1155,54,3,0.339218571,0.4,低级别,0
‘00023017,1244,104,6,0.537322346,0.595051953,低级别,0
‘00023018,1191,8,15,0.732509675,0.769566835,低级别,0
‘00023019,1218,33,16,0.726936098,0.946853576,中等级别,0
‘00023020,1223,312,5,0.60298594,0.780613132,低级别,1
‘00023021,1335,134,21,0.516343569,0.589121834,低级别,1
‘00023022,1229,15,4,0.428517588,0.460964824,低级别,0
‘00023023,395,268,4,0.752110773,0.64794664,低级别,1
‘00023024,553,13,10,0.616620446,0.605251984,低级别,0
‘00023025,1211,56,10,0.691730769,0.709671154,中等级别,0
‘00023026,1202,11,67,0.719265665,0.856602875,中等级别,0
‘00023027,1168,105,22,0.582443824,0.626160198,低级别,1
‘00023028,1165,88,7,0.642283838,0.733028092,低级别,0
‘00023029,1194,28,20,0.603274559,0.644539136,低级别,0
‘00023030,1157,382,3,0.673098633,0.845095829,低级别,1
‘00023031,1166,102,13,0.40175577,0.528188499,低级别,0
‘00023032,1238,34,57,0.531732011,0.682957351,低级别,0
‘00023033,1207,54,34,0.50817626,0.620192295,低级别,0
‘00023034,1119,1,14,0.60237371,0.634158168,中等级别,0
‘00023035,1135,37,3,0.598250547,0.696666667,低级别,0
‘00023037,1158,39,10,1.335258359,1.472816616,低级别,0
‘00023038,1161,473,2,0.276476101,0.45,低级别,1
‘00023039,1117,195,4,0.713540485,0.748221819,低级别,0
‘00023040,1170,74,4,0.747554728,0.684993014,低级别,0
‘00023041,928,194,7,0.433347048,0.486533635,低级别,0
‘00023042,776,118,12,1.125861155,0.983873874,低级别,0
‘00023043,1062,150,4,0.703322119,0.7025,低级别,0
‘00023044,1192,385,6,0.366481938,0.440163177,低级别,1
‘00023045,1184,45,2,0.622267412,0.72,低级别,1
‘00023046,1184,90,13,0.696209075,0.715178059,低级别,0
‘00023047,1182,300,14,0.669547145,0.70452308,低级别,1
‘00023048,1189,57,21,0.564988473,0.615987289,低级别,0
‘00023049,1183,349,5,0.896809428,0.857847082,低级别,1
‘00023050,1182,400,2,0.553556485,0.525,低级别,1
‘00023051,1182,210,4,0.749745806,0.8675,低级别,0
‘00023052,1104,251,2,0.56753689,0.67,低级别,1
‘00023053,843,20,11,1.277749594,0.738181818,低级别,0
‘00023054,425,318,17,1.194227802,0.779138341,低级别,1
‘00023055,694,101,10,0.663614307,0.629223605,低级别,0
‘00023056,739,529,10,0.478324332,0.728280543,低级别,1
‘00023057,1090,8,33,0.738408543,0.712217706,中等级别,0
‘00023058,844,579,3,1.535851966,0.937895143,低级别,1
‘00023059,957,279,3,0.414788097,0.65,低级别,0
‘00023060,1194,273,4,1.034661955,0.94635192,低级别,1
‘00023061,868,138,6,0.575333871,0.65749395,低级别,0
‘00023062,923,668,3,0.913353721,0.933333333,低级别,1
‘00023063,1101,368,2,0.788123167,0.862756598,低级别,1
‘00023064,1066,67,9,0.487148202,0.570387994,低级别,0
‘00023065,1007,163,6,0.638637187,0.694829044,低级别,0
‘00023066,1066,18,21,0.734060078,0.784791182,低级别,0
‘00023068,1106,14,24,0.630166593,0.736640782,低级别,0
‘00023069,1100,7,18,0.64280391,0.701834641,低级别,0
‘00023070,1075,7,57,0.86508535,0.941829369,高级别,0
‘00023071,1068,410,3,0.361242543,0.367414112,低级别,1
‘00023072,1051,418,5,0.665055336,0.763051775,低级别,1
‘00023073,1090,100,13,0.498650318,0.580014641,低级别,0
‘00023074,848,17,49,1.065188403,0.837061811,中等级别,0
‘00023076,1075,39,30,0.833709788,0.820696099,低级别,0
‘00023077,500,12,11,0.48915692,0.555869883,低级别,0
‘00023078,531,337,5,1.319466561,1.073507166,低级别,1
‘00023079,1130,45,3,0.946399294,0.806666667,低级别,0
‘00023080,1097,524,5,0.332601938,0.385234961,低级别,1
‘00023081,1167,328,15,0.663302144,0.772135858,低级别,1
‘00023082,1115,221,2,0.690078329,0.778772846,低级别,0
‘00023083,669,667,3,0.543296893,0.778222094,低级别,1
‘00023084,674,187,16,0.439780333,0.63728265,低级别,0
‘00023085,666,346,7,0.391539092,0.55072444,低级别,1
‘00023086,758,195,5,0.595425958,0.779425958,低级别,0
‘00023087,609,235,5,0.387436259,0.432671151,低级别,1
‘00023088,959,299,4,1.391788138,0.987751196,低级别,1
‘00023089,996,31,28,0.378594209,0.644642857,低级别,0
‘00023090,1163,206,7,0.332608696,0.430049517,低级别,0
‘00023091,1218,105,4,0.335503674,0.52050972,低级别,0
‘00023092,1219,101,4,0.2959285,0.735230884,低级别,0
‘00023093,1154,373,6,0.566471081,0.629446773,低级别,1
‘00023094,810,29,11,0.751340044,0.651387109,低级别,0
‘00023095,999,4,18,0.659026443,0.726330863,低级别,0
‘00023096,1202,22,25,1.428100239,0.950427645,低级别,0
‘00023097,1199,198,11,0.745034117,0.741794541,低级别,1
‘00023098,1223,10,48,0.673834461,0.777502085,中等级别,0
‘00023099,1117,132,4,1.63125,1.10015625,低级别,0
‘00023100,1110,674,4,0.776989756,0.722195955,低级别,1
‘00023101,1199,325,2,0.640477687,0.625,低级别,1
‘00023102,1213,546,2,0.850191361,0.780631493,低级别,1
‘00023103,1291,262,12,0.365866187,0.698975215,中等级别,1
‘00023104,1217,39,2,0.673346693,0.72,低级别,1
‘00023105,1221,12,98,0.643151672,0.675360094,高级别,0
‘00023106,1222,1,47,0.246047209,0.658592357,低级别,0
‘00023107,1210,152,2,0.636797455,0.73038176,低级别,0
‘00023108,1364,33,23,0.535297327,0.564865976,低级别,0
‘00023109,1209,128,6,0.880586752,0.97072771,低级别,0
‘00023110,1203,32,32,0.621951834,0.646580764,低级别,0
‘00023111,1155,74,18,0.657623076,0.724555212,低级别,0
‘00023112,1127,67,56,0.617474483,0.612828519,低级别,1
‘00023113,869,62,24,0.580048761,0.679730123,低级别,0
‘00023114,1027,230,8,0.530709677,0.747969032,低级别,1
‘00023115,1166,171,6,0.913017516,0.905555334,低级别,1
‘00023116,851,16,43,0.862252374,0.815872456,中等级别,0
‘00023117,916,141,9,0.574040219,0.774259598,低级别,0
‘00023118,945,4,12,0.719704123,0.768572553,低级别,0
‘00023119,428,93,6,0.422940049,0.604422393,低级别,0
‘00023120,994,247,10,0.389589544,0.585893144,低级别,1
‘00023121,1123,2,12,0.773853687,0.76035119,低级别,0
‘00023123,1099,112,8,0.547247147,0.682032791,低级别,0
‘00023124,1110,7,7,0.347635256,0.71281082,低级别,0
‘00023125,1117,251,13,0.827759351,0.973424544,低级别,1
‘00023126,1177,38,12,0.333382662,0.728333333,低级别,0
‘00023127,1150,7,10,0.719910011,0.69808149,低级别,0
‘00023128,952,97,7,1.285213244,1.259406566,低级别,0
‘00023130,1031,46,5,0.576304053,0.577993019,低级别,0
‘00023132,1126,169,5,0.356297215,0.650401398,低级别,0
‘00023133,630,34,4,0.610324988,0.749914477,低级别,0
‘00023134,435,30,27,0.77101027,0.787871078,低级别,0
‘00023135,1074,16,31,0.807153734,0.914480936,低级别,0
‘00023136,1078,1,30,0.547619589,0.618789228,低级别,0
‘00023137,1128,663,2,0.612042683,0.55,低级别,1
‘00023138,1076,18,24,0.720248254,0.717905741,低级别,0
‘00023139,1079,428,3,0.410956252,0.509030197,低级别,1
‘00023140,1000,106,4,0.653463376,0.771976513,低级别,0
‘00023141,1094,46,10,0.752530142,0.763482355,低级别,0
‘00023142,677,35,31,0.79819235,0.801290323,高级别,0
‘00023143,701,697,4,0.623334171,0.706084989,低级别,1
‘00023144,1058,670,2,0.594262295,0.637568306,低级别,1
‘00023145,969,108,8,0.463483146,0.668316687,低级别,0
‘00023146,1151,369,8,0.850293772,0.874089307,低级别,1
‘00023147,1153,49,7,0.661764706,0.73725,低级别,0
‘00023148,1071,265,10,0.636449779,0.598668667,低级别,1
‘00023149,1150,193,3,0.626663381,0.639095614,低级别,0
‘00023150,1151,330,9,0.484327814,0.705555556,低级别,1
‘00023151,934,122,13,0.482012833,0.649230769,低级别,1
‘00023152,1049,70,6,1.074774481,0.844817955,低级别,0
‘00023153,1133,19,36,0.604502022,0.678512915,低级别,0
‘00023154,1068,424,7,0.42325856,0.574798308,低级别,1
‘00023155,1030,122,7,0.636936616,0.871059579,低级别,1
‘00023156,1060,4,41,0.64928238,0.712404543,中等级别,0
‘00023157,1060,417,3,0.345740498,0.594154653,低级别,1
‘00023158,1120,137,9,0.584800418,1.047765383,低级别,1
‘00023159,1122,14,13,0.445679012,0.742038272,低级别,0
‘00023160,1123,32,13,0.67513536,0.783538341,低级别,0
‘00023161,1115,141,34,0.918863444,0.927991307,低级别,1
‘00023162,1082,314,5,0.87917924,0.972649366,低级别,1
‘00023163,1083,279,8,0.47475442,0.790229862,低级别,1
‘00023164,1174,511,3,0.401069519,0.766553432,低级别,1
‘00023165,1174,19,5,0.52765254,0.520360685,低级别,0
‘00023166,1170,205,6,0.830852891,0.874559244,低级别,0
‘00023167,1175,83,42,0.699350104,0.739147651,低级别,0
‘00023168,1064,83,2,0.698622273,0.785,低级别,1
‘00023169,1056,6,37,0.643518789,0.757611888,低级别,0
‘00023170,432,125,2,1.051437216,0.77,低级别,1
‘00023172,1040,8,45,0.66298303,0.765013009,低级别,0
‘00023173,659,400,3,0.738332578,0.853647485,低级别,1
‘00023174,1158,467,24,0.612443759,0.670661712,低级别,1
‘00023175,1155,14,38,0.644639184,0.72410817,低级别,0
‘00023176,1160,50,33,0.722547974,0.841622821,低级别,0
‘00023177,1162,189,6,0.504231997,0.526263355,低级别,0
‘00023178,888,237,8,1.150718608,0.79875,低级别,1
‘00023179,765,125,11,0.539329562,0.694824868,低级别,0
‘00023180,785,49,16,0.944136997,0.865,低级别,0
‘00023181,1089,602,2,0.45303551,0.425,低级别,1
‘00023182,953,427,2,1.339628483,1.05,低级别,1
‘00023183,945,160,3,0.653044376,0.783333333,低级别,0
‘00023184,513,506,2,0.274767802,0.55,低级别,1
‘00023185,1055,157,6,0.747605534,0.651888968,低级别,0
‘00023186,1053,20,22,0.663725573,0.727587455,低级别,0
‘00023187,1054,94,2,0.748493976,0.788859187,低级别,0
‘00023188,1077,101,6,0.796900941,0.910711123,低级别,0
‘00023189,1068,69,7,0.351198872,0.675493653,低级别,0
‘00023190,1014,131,6,0.614421698,0.649994784,低级别,0
‘00023191,1032,243,9,0.489081592,0.827746945,低级别,1
‘00023192,1035,126,13,0.500715922,0.766973081,低级别,0
‘00023193,966,11,3,0.655918862,0.758814714,低级别,0
‘00023194,996,489,2,0.500977517,0.625,低级别,1
‘00023195,1140,67,5,0.698564593,0.714,低级别,0
‘00023196,1056,548,4,0.764357054,0.775,低级别,1
‘00023197,1099,350,2,0.80952381,0.784761905,低级别,1
‘00023198,1079,99,8,0.759154398,0.65873663,低级别,0
‘00023199,1104,132,2,0.707380074,0.83,低级别,1
‘00023200,1027,651,3,0.787240269,0.800995025,低级别,1
‘00023201,986,134,4,0.390012757,0.426426098,低级别,0
‘00023202,933,198,6,0.739546698,0.612420868,低级别,0
‘00023204,935,99,2,0.49614792,0.46,低级别,0
‘00023205,950,253,2,0.753223655,0.740417964,低级别,1
‘00023206,999,179,10,0.808390093,0.837,低级别,1
‘00023207,1196,176,13,1.883753898,0.799724979,低级别,1
‘00023208,929,16,17,0.596205428,0.640458346,低级别,0
‘00023209,970,15,7,0.594071265,0.64664737,低级别,0
‘00023210,962,80,2,0.745372967,0.712905216,低级别,0
‘00023211,825,68,3,0.525266574,0.898776078,低级别,0
‘00023212,1131,18,6,0.501352037,0.570993747,低级别,0
‘00023213,1176,31,5,0.462640404,0.646001953,低级别,0
‘00023214,1153,47,4,0.712054587,0.910161486,低级别,0
‘00023215,1154,74,16,0.566779604,0.72009035,低级别,0
‘00023216,1162,195,2,0.62804428,0.777308733,低级别,1
‘00023217,1104,31,15,0.534735968,0.705074389,低级别,0
‘00023218,987,533,2,0.597201921,0.8,低级别,1
‘00023219,999,514,4,0.532099344,0.75,低级别,1
‘00023220,1150,65,32,0.856315892,0.847872712,低级别,0
‘00023221,1131,33,51,0.732013958,0.798170595,低级别,0
‘00023222,1035,81,8,0.608663575,0.629216906,低级别,0
‘00023223,1107,13,21,0.324884543,0.704172358,低级别,0
‘00023224,1109,235,2,0.814315353,0.835,低级别,0
‘00023225,1138,4,59,0.692650068,0.713847475,高级别,0
‘00023226,924,95,12,0.619901462,0.612454567,低级别,0
‘00023227,956,557,5,0.812335816,0.96,低级别,1
‘00023228,971,38,25,0.493910497,0.73061395,低级别,0
‘00023230,1122,249,10,0.512189996,0.586860551,低级别,1
‘00023231,1157,426,2,0.384982935,0.4,低级别,1
‘00023232,1107,125,16,0.723716638,0.739436841,低级别,0
‘00023233,1151,107,6,0.755610561,0.795,低级别,0
‘00023234,1104,501,7,0.693176683,0.714098509,低级别,1
‘00023235,1101,2,43,0.587593807,0.778118265,高级别,0
‘00023236,2400,78,16,0.797702694,0.798618562,低级别,0
‘00023237,1105,85,7,0.739241266,0.785126706,低级别,0
‘00023238,1109,304,11,0.611654689,0.688683869,低级别,1
‘00023239,1108,41,39,0.719262805,0.800816602,高级别,0
‘00023240,1131,13,29,0.613261511,0.733846864,低级别,0
‘00023241,1149,129,4,0.94556172,1.0025,低级别,0
‘00023242,1163,393,2,0.426116838,0.4,低级别,1
‘00023243,1096,8,22,0.688359184,0.757682286,低级别,0
‘00023244,903,604,2,0.589090909,0.6,低级别,1
‘00023245,1093,97,9,0.659449469,0.729083768,低级别,0
‘00023246,951,20,2,0.522961957,0.83125,低级别,0
‘00023247,1163,118,8,0.369266842,0.422420794,低级别,0
‘00023248,1164,463,2,0.889897843,0.8,低级别,1
‘00023249,1097,219,9,0.799409303,0.667499385,低级别,0
‘00023250,1094,40,13,0.653255304,0.73076877,低级别,0
‘00023251,1095,44,15,0.593191862,0.68441908,低级别,0
‘00023252,1106,39,20,0.977696405,0.797604527,低级别,1
‘00023253,1166,37,2,0.653398423,0.67332332,低级别,1
‘00023254,1166,332,4,0.595003149,0.632143607,低级别,1
‘00023255,1049,540,2,0.392727273,0.4,低级别,1
‘00023256,1064,73,13,0.430417539,0.490204982,低级别,0
‘00023257,1028,33,30,0.688557572,0.739544463,低级别,0
‘00023258,1030,122,26,0.603705291,0.670795828,低级别,0
‘00023259,756,239,4,0.634460548,0.665362319,低级别,0
‘00023260,488,47,11,0.819284802,0.781609195,低级别,0
‘00023261,1122,146,18,0.601998175,0.625978673,低级别,0
‘00023262,1110,576,2,0.68129771,0.733778626,低级别,1
‘00023263,770,36,4,0.705741627,0.7125,低级别,0
‘00023264,1066,10,17,0.422991525,0.511764706,低级别,0
‘00023265,747,319,11,0.615449616,0.836363636,低级别,1
‘00023266,607,603,2,0.678206583,0.75,低级别,1
‘00023267,588,213,5,0.910978435,0.768183033,低级别,1
‘00023268,710,329,23,0.903372535,0.815447942,低级别,1
‘00023269,716,704,2,1.541430193,1.05,低级别,1
‘00023270,896,347,4,3.305145668,1.3,低级别,1
‘00023271,940,678,2,0.636363636,0.676148851,低级别,1
‘00023272,954,39,3,0.43714927,0.44,低级别,0
‘00023273,1020,75,3,0.375694218,0.600140477,低级别,0
‘00023274,744,535,4,0.764804003,0.829326522,低级别,1
‘00023275,808,5,24,0.703568627,0.748765098,低级别,0
‘00023276,828,85,15,0.571017154,0.618973246,低级别,0
‘00023277,633,632,2,0.687110528,0.78374877,低级别,1
‘00023278,670,159,20,0.79985229,0.9025,低级别,1
‘00023279,1126,48,4,0.528952114,0.579298738,低级别,0
‘00023280,1126,16,13,0.480992173,0.745213912,中等级别,0
‘00023281,1126,13,8,0.54368932,0.599618641,低级别,0
‘00023283,660,24,7,0.767110881,0.806259542,低级别,0
‘00023284,1073,563,4,0.663461538,0.675120192,低级别,1
‘00023285,1132,32,21,0.545764706,0.581614118,低级别,0
‘00023286,1121,580,2,0.426338228,0.4,低级别,1
‘00023287,1120,582,5,0.691197398,0.693789388,低级别,1
‘00023288,1119,30,3,0.667677181,0.883365014,低级别,0
‘00023289,702,236,15,1.000650909,1.220531711,低级别,1
‘00023290,448,437,4,0.36204576,0.4,低级别,1
‘00023291,744,603,2,0.872186495,1,低级别,1
‘00023292,658,8,24,0.645493402,0.740915671,中等级别,0
‘00023293,853,117,10,0.27768,0.657444,低级别,0
‘00023294,665,92,42,0.669116943,0.670232257,低级别,1
‘00023296,380,217,5,0.756529708,0.854128609,低级别,1
‘00023297,367,337,2,0.38022324,0.525,低级别,1
‘00023298,1071,344,12,0.169116598,1,低级别,1
‘00023299,1039,495,4,0.760357433,0.816971297,低级别,1
‘00023300,1031,209,3,0.409617097,0.412994954,低级别,0
‘00023301,1039,139,5,0.319231923,0.921771677,低级别,0
‘00023302,387,200,3,0.707694666,0.894402207,低级别,1
‘00023303,1041,418,5,0.064355641,0.863176055,低级别,1
‘00023304,1068,39,25,0.619472573,0.678519251,低级别,0
‘00023305,887,378,3,0.771653543,0.787339412,低级别,1
‘00023306,1014,151,16,0.692598063,0.943487198,低级别,0
‘00023307,1013,34,22,0.718228373,0.730233376,低级别,0
‘00023308,871,244,11,0.399814471,0.418635038,低级别,1
‘00023309,749,420,3,0.65971526,0.663154201,低级别,1
‘00023310,851,64,20,0.441617171,0.623932573,低级别,0
‘00023311,1106,10,13,0.463667002,0.588271152,低级别,0
‘00023312,1090,38,23,0.871275099,0.813969178,低级别,0
‘00023313,592,445,4,0.426440803,0.489596759,低级别,1
‘00023314,1107,78,19,0.856799321,0.828383629,低级别,0
‘00023315,1103,431,4,0.737245876,0.650326045,低级别,1
‘00023317,1100,445,9,0.448874123,0.592816537,低级别,1
‘00023318,1102,234,12,0.564085882,0.681100195,低级别,1
‘00023319,823,163,3,0.632765097,0.667624964,低级别,0
‘00023320,1076,16,3,0.587697001,0.68,低级别,0
‘00023321,1076,185,4,0.394577761,0.553603224,低级别,1
‘00023322,1049,63,17,0.615141859,0.699957412,低级别,0
‘00023323,1082,23,15,0.833157956,0.881436923,低级别,0
‘00023324,1080,161,2,0.517950123,0.675,低级别,1
‘00023325,1096,437,2,0.610301263,0.672562358,低级别,1
‘00023326,1128,165,7,0.930900621,0.991428571,低级别,0
‘00023327,1128,123,2,0.979262673,0.675,低级别,1
‘00023328,1112,402,3,0.594171524,0.73438801,低级别,1
‘00023329,1115,1,31,0.710756833,0.836420229,低级别,0
‘00023330,1092,169,11,0.67660124,0.831735537,低级别,1
‘00023331,1097,25,13,0.378808864,0.662823176,低级别,0
‘00023332,1097,299,14,0.568480921,0.720905363,低级别,1
‘00023333,1097,606,11,0.737452711,0.863001261,低级别,1
‘00023334,1088,10,35,0.598635939,0.690116522,低级别,0
‘00023335,1135,163,4,0.741613419,0.793358626,低级别,0
‘00023336,1117,2,45,1.405245363,1.247749239,中等级别,0
‘00023337,1113,1,54,0.853460697,0.843904157,中等级别,0
‘00023338,1107,278,2,0.703966006,0.771494334,低级别,0
‘00023339,1073,260,10,0.619536997,0.624415837,低级别,1
‘00023340,559,4,6,0.519308357,0.573006724,低级别,0
‘00023341,1114,197,2,0.866634099,0.832945774,低级别,1
‘00023342,1109,44,5,0.403954432,0.536908472,低级别,0
‘00023343,1108,87,21,0.693635383,0.671041696,低级别,0
‘00023344,996,357,6,0.878491287,0.922511339,低级别,1
‘00023346,1052,8,47,0.622580805,0.684520286,中等级别,0
‘00023347,1127,14,20,0.477287716,0.701755977,低级别,0
‘00023348,974,9,67,0.730005629,0.612781559,高级别,0
‘00023349,976,28,35,0.571203134,0.636492536,低级别,0
‘00023350,701,135,7,0.59678365,0.694985342,低级别,0
‘00023351,1089,197,9,0.830515408,0.672031633,低级别,0
‘00023353,1023,623,2,0.370202295,0.525,低级别,1
‘00023354,1084,36,2,0.684970081,0.711182682,低级别,0
‘00023355,1077,25,6,0.564853556,0.600160391,低级别,0
‘00023357,966,71,15,0.510891664,0.6846535,低级别,0
‘00023358,1005,131,3,0.138878843,0.550374322,低级别,0
‘00023359,699,594,4,0.81873025,0.886885952,低级别,1
‘00023360,685,412,5,0.800119689,0.650598444,低级别,1
‘00023361,959,551,3,0.54893036,0.585867091,低级别,1
‘00023362,1106,483,2,0.542574589,0.65,低级别,1
‘00023364,789,125,6,0.88797054,1.024189853,低级别,0
‘00023365,755,538,5,0.427101534,0.721180353,低级别,1
‘00023366,1066,513,2,0.540540541,0.575,低级别,1
‘00023367,1102,573,2,0.372692143,0.382030915,低级别,1
‘00023368,1068,28,15,0.648852103,0.704797948,低级别,0
‘00023369,1006,10,26,0.372854382,0.708081164,低级别,0
‘00023370,1031,536,5,1.34706191,0.987932844,低级别,1
‘00023371,767,40,4,0.339350181,0.385392599,低级别,0
‘00023372,1009,267,7,0.392396749,0.727527917,低级别,1
‘00023373,941,126,10,0.55082696,0.603211741,低级别,0
‘00023374,1016,267,9,0.618272313,0.736719251,低级别,1
‘00023375,1065,25,55,0.868344152,0.793734257,中等级别,0
‘00023376,1080,218,4,0.853975535,0.8725,低级别,0
‘00023377,915,22,8,0.982377203,0.665204349,低级别,0
‘00023378,994,24,15,0.418983276,0.790300144,低级别,0
‘00023379,983,521,3,0.781730162,0.931267102,低级别,1
‘00023380,1040,557,5,0.520737913,0.64966285,低级别,1
‘00023381,394,261,5,0.832420091,0.848,低级别,1
‘00023382,756,348,11,1.211736167,0.786363636,低级别,1
‘00023383,852,278,14,0.704464244,0.799538726,低级别,1
‘00023384,867,315,3,0.582348932,0.605031804,低级别,1
‘00023385,1042,148,13,0.74317205,0.926488285,低级别,1
‘00023386,1014,695,2,0.63192104,0.75,低级别,1
‘00023387,746,12,52,0.64860168,0.72297705,中等级别,0
‘00023388,753,13,5,0.815781923,0.91282066,低级别,0
‘00023389,678,78,25,0.670366401,0.769249337,低级别,0
‘00023390,680,24,39,0.780677482,0.805691026,低级别,0
‘00023391,943,35,23,0.774078987,0.807212785,低级别,0
‘00023392,753,2,3,0.709689214,0.72857404,低级别,0
‘00023393,765,159,15,0.583101402,0.681099617,低级别,0
‘00023394,1087,21,12,0.640898251,0.738600954,低级别,0
‘00023395,1078,18,20,0.439068045,0.833768554,低级别,0
‘00023397,1004,302,2,0.527608607,0.71,低级别,1
‘00023398,794,380,6,0.536549438,0.674838888,低级别,1
‘00023399,825,6,4,0.482412715,0.548409328,低级别,0
‘00023400,1000,83,26,0.47930049,0.580302824,低级别,0
‘00023401,1060,44,18,0.634255865,0.632125183,中等级别,0
‘00023402,947,50,14,0.535861744,0.846490504,低级别,0
‘00023403,979,19,34,0.759496247,0.690876368,低级别,0
‘00023404,958,571,2,0.746783931,1,低级别,1
‘00023405,1083,594,2,0.477255779,0.89753915,低级别,1
‘00023407,1075,196,5,0.754132664,0.84347353,低级别,0
‘00023408,1075,32,14,0.50572919,0.677833162,低级别,0
‘00023409,1004,170,13,0.692461381,0.74153014,低级别,0
‘00023410,1028,190,3,0.654374128,0.805667752,低级别,0
‘00023411,1042,132,2,0.384730539,0.445,低级别,1
‘00023412,1035,40,39,0.661243843,0.864602754,低级别,0
‘00023413,1077,102,8,0.778241431,0.862978639,低级别,0
‘00023414,1078,38,19,0.708314578,0.739509356,低级别,0
‘00023415,880,248,8,0.744561706,0.731063967,低级别,1
‘00023416,977,213,27,0.48862634,0.539681644,低级别,1
‘00023417,906,128,6,0.341973766,0.511881116,低级别,0
‘00023418,973,43,11,0.821223809,0.93845773,低级别,0
‘00023419,1104,160,10,0.150054765,0.796743337,中等级别,1
‘00023420,1114,12,10,0.664303586,0.650774604,低级别,0
‘00023421,1097,687,2,0.231429798,0.579497638,低级别,1
‘00023422,1069,140,7,0.801605414,0.924753286,低级别,0
‘00023423,1022,75,14,0.72323631,0.793200879,低级别,0
‘00023424,653,191,9,0.696266044,0.666298716,低级别,1
‘00023425,759,202,10,0.721387599,0.762025858,低级别,0
‘00023426,626,137,19,0.527538415,0.621061464,低级别,0
‘00023427,770,257,29,0.852672635,0.867055521,低级别,1
‘00023428,756,147,8,0.595646438,0.672667106,低级别,0
‘00023429,1149,4,14,0.587723234,0.728707709,低级别,0
‘00023431,767,187,28,0.844920077,1.006228249,低级别,1
‘00023432,949,13,15,0.552876712,0.645868493,低级别,0
‘00023433,1035,21,21,0.69235377,0.737720226,低级别,0
‘00023434,1030,442,2,0.822072072,0.75,低级别,1
‘00023435,960,630,2,0.240157758,0.644587647,低级别,1
‘00023436,954,118,3,0.474821911,0.83238762,低级别,0
‘00023437,951,345,9,0.519305019,0.58122449,低级别,1
‘00023438,648,331,15,2.004597701,0.73,低级别,1
‘00023439,600,443,3,0.752225093,0.8,低级别,1
‘00023440,448,107,6,0.663904297,0.781818486,低级别,0
‘00023441,449,2,6,0.583133139,0.598712859,低级别,0
‘00023442,444,441,2,0.661141458,0.770126201,低级别,1
‘00023443,438,8,3,0.577924762,0.52097561,低级别,0
‘00023444,433,322,2,1.086309524,0.75,低级别,1
‘00023445,432,38,6,0.428243925,0.51520862,低级别,0
‘00023446,435,7,26,0.481456628,0.507088981,低级别,0
‘00023447,421,65,3,0.72590613,0.73626023,低级别,0
‘00023448,2292,256,13,1.260533264,1.493416757,高级别,1
‘00023449,1025,178,20,0.778088962,0.674308896,低级别,1
‘00023450,1025,92,6,0.562557924,0.748256322,低级别,0
