MEMBER_NO,L,R,F,M,C,D
‘00029110,3318,141,12,0.673475943,0.808602814,低级别
‘00029111,3313,58,12,0.626519977,0.73826031,低级别
‘00029113,3349,171,3,0.584033613,0.60780112,低级别
‘00029114,3315,74,4,0.925516004,0.804684415,低级别
‘00029115,3310,12,17,1.429085457,1.375734933,低级别
‘00029116,3317,106,9,0.926338148,0.903925234,低级别
‘00029117,3308,160,13,0.597303406,0.688593251,低级别
‘00029118,3308,2,82,0.90062859,0.917503332,中等级别
‘00029120,3297,91,4,0.691546281,0.660307651,低级别
‘00029121,3301,11,82,0.735592522,0.782969391,中等级别
‘00029123,3305,9,5,0.551875687,0.612607126,低级别
‘00029125,3292,1,62,0.70275028,0.762305046,高级别
‘00029127,3289,58,7,0.724624976,0.874683421,低级别
‘00029130,3293,116,20,0.606309563,0.678994048,低级别
‘00029132,3307,12,9,0.564589835,0.636139657,低级别
‘00029133,3298,43,14,0.578478873,0.708645258,低级别
‘00029134,3302,101,17,0.842457808,0.937202784,高级别
‘00029136,3294,9,28,0.584268376,0.670539043,低级别
‘00029138,3287,20,47,0.540080787,0.864183877,低级别
‘00029139,3280,69,14,0.73109588,0.828269761,低级别
‘00029140,3283,37,10,0.699732291,0.751991896,低级别
‘00029141,3288,21,61,0.598739449,0.661176809,高级别
‘00029142,3278,4,20,0.520990114,0.603910654,低级别
‘00029143,3281,12,57,0.696400767,0.617461356,中等级别
‘00029145,3283,1,13,0.658476434,0.741239953,中等级别
‘00029146,3278,45,20,0.60224824,0.638521405,低级别
‘00029147,3270,36,9,0.497438642,0.535665571,低级别
‘00029150,3263,151,2,0.880089485,0.890577181,低级别
‘00029152,3263,39,32,0.841722944,0.794117814,低级别
‘00029153,3263,4,7,0.508765621,0.547212982,低级别
‘00029155,3274,184,5,0.270111184,0.78,低级别
‘00029158,3274,19,14,0.567777007,0.716684016,低级别
‘00029159,3277,2,66,0.697626702,0.756303449,高级别
‘00029160,3274,84,10,0.693268706,0.773519252,低级别
‘00029161,3264,214,8,0.40913649,0.551465181,低级别
‘00029164,3260,61,20,0.574580149,0.598067176,低级别
‘00029165,3267,124,17,0.867265329,0.844372106,低级别
‘00029166,3254,11,68,0.620070008,0.712072581,高级别
‘00029168,3267,38,25,0.668916288,0.653091823,低级别
‘00029170,3260,14,33,0.562820362,0.647495402,低级别
‘00029171,3252,4,39,0.53047516,0.577644487,低级别
‘00029172,3255,45,6,0.446875,0.426151042,低级别
‘00029173,3253,44,28,1.06997609,1.447174086,高级别
‘00029174,3262,60,2,1.207887947,0.848658312,低级别
‘00029175,3250,13,31,0.601572197,0.695115936,低级别
‘00029176,3272,134,7,0.580347403,0.702475455,低级别
‘00029178,3268,164,13,0.758106212,0.736985745,低级别
‘00029179,3252,10,9,0.621086931,0.623185151,低级别
‘00029181,3293,1,134,0.838296449,0.867424696,高级别
‘00029182,3245,3,25,0.373590504,0.422433828,低级别
‘00029183,3249,17,17,0.703756976,0.671224901,低级别
‘00029184,3244,60,19,0.615430246,0.692949613,高级别
‘00029186,3247,36,24,0.495399982,0.606345396,低级别
‘00029189,3255,36,15,0.546425352,0.515126552,低级别
‘00029190,3235,29,17,0.693443453,0.765665978,低级别
‘00029191,3239,25,27,0.710444115,0.697396737,低级别
‘00029192,3279,32,17,0.496650401,0.540858903,低级别
‘00029193,3230,6,9,0.723407869,0.769970563,低级别
‘00029197,3224,173,13,0.708107787,0.838974481,低级别
‘00029198,3227,12,73,0.78079738,0.830436144,中等级别
‘00029199,3244,49,6,0.649184705,0.739411653,低级别
‘00029202,3222,57,15,0.760958847,0.719292599,低级别
‘00029203,3261,3,44,0.621315868,0.743063837,高级别
‘00029204,3221,4,21,0.651778395,0.749161973,低级别
‘00029207,3219,2,51,0.622258295,0.671176441,中等级别
‘00029208,3232,148,7,0.670837771,0.736466986,低级别
‘00029209,3220,16,9,1.107702516,1.254972181,低级别
‘00029210,3212,14,2,1.236971831,1.345447183,中等级别
‘00029211,3212,7,23,0.413916764,0.623664161,中等级别
‘00029213,3214,33,13,1.103931624,1.231842165,中等级别
‘00029214,3210,12,42,0.628966787,0.737411458,中等级别
‘00029215,3209,5,52,1.132177394,1.135377599,高级别
‘00029217,3209,35,31,0.568774685,0.652584045,低级别
‘00029219,3198,57,32,0.55550365,0.710819465,低级别
‘00029220,3206,55,5,0.621447903,0.629709066,低级别
‘00029222,3206,146,4,0.678467935,0.766062744,低级别
‘00029223,3206,20,9,0.500605641,0.621087558,低级别
‘00029224,3206,11,83,0.624322359,0.755460796,高级别
‘00029225,3204,27,7,0.759994289,0.756149343,低级别
‘00029226,3212,252,3,0.837974684,0.89204603,低级别
‘00029227,3202,70,4,0.718475073,0.73832578,低级别
‘00029228,3206,27,25,0.795827314,0.765,低级别
‘00029229,3198,84,18,0.747759645,0.842820017,低级别
‘00029230,3196,82,15,0.63028804,0.71201989,低级别
‘00029231,3195,20,6,0.54592442,0.631666667,低级别
‘00029232,3197,180,8,0.53298026,0.6325,低级别
‘00029233,3197,16,19,0.747302693,0.805806643,低级别
‘00029234,3197,83,9,0.329030321,0.561345942,低级别
‘00029238,3200,29,14,0.657142857,0.746689895,高级别
‘00029239,3184,21,46,0.616559436,0.701231359,低级别
‘00029241,3195,19,53,0.733792167,0.80251401,中等级别
‘00029242,3189,39,62,0.78449544,0.861574176,低级别
‘00029243,3186,55,17,0.595950617,0.634471111,低级别
‘00029245,3189,10,23,1.291937753,1.307227449,中等级别
‘00029246,3187,14,26,0.512421484,0.565721831,低级别
‘00029248,3178,38,18,0.725062953,0.747343646,中等级别
‘00029249,3183,25,13,0.763625121,0.79167653,低级别
‘00029250,3177,97,25,0.633519587,0.651779442,低级别
‘00029251,3180,38,14,0.635336976,0.767925683,低级别
‘00029252,3173,27,18,0.488580085,0.555400571,低级别
‘00029253,3172,59,12,0.671577553,0.728618882,低级别
‘00029254,3169,64,2,0.629364369,0.642269472,低级别
‘00029258,3170,132,18,0.384411535,0.640813272,低级别
‘00029259,3169,5,2,0.673621461,0.672533532,低级别
‘00029261,3162,33,30,0.895620303,0.91280276,中等级别
‘00029263,3164,112,6,0.863883399,0.983478261,低级别
‘00029264,3171,29,21,0.597158661,0.710107446,低级别
‘00029266,3160,76,7,0.911192773,0.885714286,低级别
‘00029274,3183,102,5,0.241971533,0.649274203,低级别
‘00029275,3164,32,11,0.505541163,0.525539004,低级别
‘00029277,3156,1,96,0.726694449,0.775295546,高级别
‘00029280,3155,32,5,0.605476865,0.792232295,低级别
‘00029282,3149,138,5,0.390513382,0.473172683,低级别
‘00029286,3146,32,27,0.643539298,0.743411765,低级别
‘00029287,3148,48,18,0.54729043,0.649444444,低级别
‘00029291,3156,2,80,0.963322238,0.983662863,中等级别
‘00029292,3155,2,9,0.80248307,0.823599197,低级别
‘00029293,3151,43,9,0.69988954,0.691522644,低级别
‘00029294,3150,5,51,0.975738916,0.930097291,中等级别
‘00029295,3143,11,3,0.721874498,0.856666667,高级别
‘00029296,3142,4,88,0.71774406,0.740870083,中等级别
‘00029299,3129,1,85,0.717636023,0.688358603,高级别
‘00029300,3159,72,15,0.562588524,0.764183375,低级别
‘00029301,3138,13,9,1.169327501,1.365904866,中等级别
‘00029303,3134,305,3,0.704364148,0.672097607,低级别
‘00029304,3140,39,19,0.865696565,0.825841484,低级别
‘00029305,3134,18,15,0.673195542,0.743652202,低级别
‘00029307,3140,113,12,0.549716855,0.661671386,低级别
‘00029309,3132,1,46,1.185429109,1.398998609,中等级别
‘00029311,3126,51,4,0.47305089,0.55165455,低级别
‘00029312,3121,2,39,0.64989652,0.682989183,中等级别
‘00029313,3124,22,4,0.673105063,0.681720808,低级别
‘00029315,3117,145,6,0.525773196,0.564204208,低级别
‘00029316,3121,17,38,0.60252526,0.715050942,中等级别
‘00029319,3122,73,11,0.672366959,0.905730337,低级别
‘00029320,3123,7,5,0.650746875,0.705917082,低级别
‘00029321,3121,132,14,0.709236252,0.674054705,低级别
‘00029323,3128,33,21,0.748293748,0.641508327,低级别
‘00029324,3128,8,62,0.757681159,0.855358305,中等级别
‘00029325,3113,18,17,0.60613782,0.621769026,低级别
‘00029326,3115,6,52,0.655419067,0.709762645,低级别
‘00029329,3117,118,9,0.861846992,0.827480812,低级别
‘00029330,3095,112,17,0.847752733,0.841374005,低级别
‘00029331,3101,1,19,0.426330736,0.584313499,低级别
‘00029334,3113,45,22,0.446346805,0.77799124,低级别
‘00029335,3095,2,36,0.786478761,0.792942897,中等级别
‘00029338,3095,11,22,0.665781829,0.791001202,中等级别
‘00029339,3107,4,12,1.17640202,0.805924103,低级别
‘00029342,3100,153,6,0.458646617,0.716666667,低级别
‘00029343,3088,13,10,1.104942966,1.450009506,低级别
‘00029345,3085,14,43,0.6815133,0.680417834,低级别
‘00029346,3105,6,57,0.749302707,0.807451712,中等级别
‘00029347,3086,9,73,0.625146642,0.695825062,高级别
‘00029348,3088,65,9,0.732556308,0.832372815,低级别
‘00029349,3085,116,5,0.986610981,1.098743398,低级别
‘00029350,3083,72,2,0.602088425,0.693085981,低级别
‘00029351,3079,143,11,0.932718327,0.884286593,低级别
‘00029354,3127,7,8,0.711499584,0.89193721,低级别
‘00029355,3082,23,35,0.464007583,0.609367723,低级别
‘00029356,3098,10,3,0.486772487,0.816931217,低级别
‘00029359,3068,34,57,0.657085627,0.703237803,低级别
‘00029360,3064,84,3,0.559299781,0.623333333,低级别
‘00029361,3070,21,4,0.35681382,0.423744722,低级别
‘00029362,3066,28,18,1.368243655,1.459932183,高级别
‘00029363,3056,127,4,0.748906561,0.813932406,低级别
‘00029364,3070,33,13,1.200237749,1.471499802,低级别
‘00029365,3065,116,20,0.590844193,0.667536681,低级别
‘00029366,3062,201,5,0.48245614,0.54087218,低级别
‘00029367,3053,64,29,0.62334652,0.816287551,低级别
‘00029370,3071,42,31,1.035774887,1.202572115,中等级别
‘00029371,3070,2,32,0.851801567,0.829108442,低级别
‘00029373,3056,30,9,0.997033898,1.003707627,低级别
‘00029374,3046,14,17,0.711047237,0.747119692,低级别
‘00029375,3058,13,58,0.536925131,0.755701956,中等级别
‘00029376,3060,50,3,0.167628866,0.186185567,低级别
‘00029377,3052,41,27,0.861536382,0.73367569,低级别
‘00029378,3048,75,4,0.705976277,0.927586679,低级别
‘00029380,3050,140,9,0.481794068,0.601267784,低级别
‘00029382,3048,193,8,0.457973648,0.79929927,低级别
‘00029385,3048,80,10,0.831827261,0.82879863,低级别
‘00029386,3045,27,16,0.899474333,0.913205432,中等级别
‘00029387,3044,4,38,0.941288664,0.77580413,高级别
‘00029391,3044,115,7,0.730078647,0.737748924,低级别
‘00029392,395,16,19,0.707255452,0.897522308,高级别
‘00029393,2490,2,46,0.776315417,0.750823356,低级别
‘00029395,2489,26,5,0.449182812,0.495323087,低级别
‘00029396,2606,37,3,0.696693657,0.714554656,低级别
‘00029399,2475,49,8,0.889723873,0.800753233,低级别
‘00029400,2514,71,17,0.518242084,0.584339623,低级别
‘00029403,2462,37,9,0.626312965,0.725841448,低级别
‘00029404,2515,115,6,0.580322635,0.662318098,低级别
‘00029406,2529,8,18,0.512667841,0.588185795,低级别
‘00029412,2539,36,13,0.439314372,0.701995127,低级别
‘00029413,2539,83,18,0.549994819,0.627798156,低级别
‘00029414,2546,115,9,0.655592908,0.786409597,低级别
‘00029415,2546,77,15,0.655931495,0.731663325,低级别
‘00029417,2481,66,21,0.631604285,0.727905083,低级别
‘00029418,2557,60,16,0.705679956,0.712608957,低级别
‘00029420,2557,133,9,0.849537258,0.817342811,低级别
‘00029424,2516,106,25,0.898195103,0.71326081,低级别
‘00029427,2531,153,15,0.601834136,0.661702844,低级别
‘00029429,2150,18,6,0.428649356,0.457058695,低级别
‘00029430,2491,9,4,1.616666667,0.92,高级别
‘00029432,2222,77,17,0.639687454,0.801176471,低级别
‘00029433,2476,12,33,0.699280341,0.713025596,低级别
‘00029434,2485,148,11,0.574962519,0.562164543,低级别
‘00029436,2499,47,8,0.33528396,0.485578473,低级别
‘00029437,2441,32,3,0.792398856,0.794152023,低级别
‘00029438,2470,134,4,0.497998399,0.548329864,低级别
‘00029439,3098,14,36,0.61657176,0.724179573,中等级别
‘00029440,2496,1,57,0.553648825,0.690196361,高级别
‘00029444,2515,68,10,0.668033072,0.806036962,低级别
‘00029445,2515,4,29,0.695683802,0.706519762,中等级别
‘00029446,2535,98,15,0.469927243,0.664186742,低级别
‘00029447,2516,84,24,1.00888119,1.159408012,高级别
‘00029449,2543,2,6,0.987730061,0.782719836,低级别
‘00029450,2454,21,26,0.72654492,0.736086764,低级别
‘00029451,2425,104,9,0.405455923,0.663275575,低级别
‘00029454,2521,2,3,1.344789601,1.449001983,低级别
‘00029455,2497,40,15,0.560952001,0.756604225,低级别
‘00029457,2121,15,11,0.562014029,0.630298516,低级别
‘00029459,2417,38,9,0.600085612,0.693122692,低级别
‘00029460,2504,5,44,0.681901587,0.775820541,中等级别
‘00029462,2561,180,10,0.805822299,0.769283332,低级别
‘00029463,2517,236,2,0.481932443,0.484143755,低级别
‘00029464,2527,68,6,0.490531255,0.522471929,低级别
‘00029467,2527,22,19,0.479407844,0.597658739,低级别
‘00029470,2483,30,16,0.741117598,0.74954045,低级别
‘00029471,2490,109,21,0.55448438,0.672238495,低级别
‘00029472,2503,1,8,0.815005955,0.814622205,低级别
‘00029473,2501,44,7,1.12998679,0.828095112,低级别
‘00029474,2491,4,25,0.689655172,0.78695126,低级别
‘00029475,2498,95,10,0.508201502,0.523987023,低级别
‘00029476,2532,1,73,0.879195562,0.759513771,高级别
‘00029477,2410,119,2,0.677543186,0.695169546,低级别
‘00029478,2507,6,17,0.817407248,0.809589085,低级别
‘00029479,2477,266,4,0.284436275,0.554235294,低级别
‘00029484,1928,86,13,0.309948935,0.752468392,低级别
‘00029485,2323,14,25,0.902315602,0.893631285,中等级别
‘00029486,2477,172,7,0.316114109,0.790041977,低级别
‘00029487,2382,39,8,0.506974836,0.662805662,低级别
‘00029488,2377,26,10,0.483169559,0.597334309,低级别
‘00029491,2490,94,4,0.954428938,0.953375107,低级别
‘00029492,2274,61,9,0.732935663,0.775793779,低级别
‘00029493,2531,1,34,0.326153846,0.671081319,低级别
‘00029495,2472,36,9,0.666528652,0.721344816,低级别
‘00029497,2398,79,12,0.697425639,0.735879283,低级别
‘00029498,2381,27,6,1.648773006,0.91336273,低级别
‘00029499,2393,38,19,1.143005597,1.029754457,低级别
‘00029501,2538,85,17,1.260405325,1.37613642,中等级别
‘00029502,2527,248,3,0.95620814,1.066666667,低级别
‘00029503,2420,47,19,0.812558671,0.908637628,低级别
‘00029504,2508,149,6,0.784253819,0.749666275,低级别
‘00029505,2507,75,8,0.810183497,0.927593875,高级别
‘00029506,2519,37,18,0.758594052,0.623375821,低级别
‘00029508,2187,3,27,0.554582284,0.602372441,低级别
‘00029509,2408,2,45,0.953297677,1.050657223,高级别
‘00029511,2417,69,12,0.556303359,0.549481523,低级别
‘00029514,2004,35,3,0.670682731,0.612771084,低级别
‘00029517,2928,3,44,0.744108446,0.754098946,低级别
‘00029518,2421,10,15,0.724379222,0.787585403,低级别
‘00029519,2420,11,49,0.659073105,0.68179347,中等级别
‘00029520,2411,16,15,0.562157882,0.62783661,低级别
‘00029521,2424,57,2,0.820164609,0.94,低级别
‘00029522,2236,26,26,0.455085971,0.562441174,低级别
‘00029524,2468,15,45,0.694447422,0.781728347,中等级别
‘00029526,2464,10,5,1.24517611,1.283655436,低级别
‘00029527,2466,11,5,0.622707291,0.625272093,低级别
‘00029529,2466,87,15,0.696703449,0.802079283,低级别
‘00029530,2187,245,3,0.55390625,0.59253125,低级别
‘00029532,2170,35,4,0.610031348,0.816214734,低级别
‘00029533,1987,296,5,0.717715618,0.660675991,低级别
‘00029534,2362,115,3,0.631799163,0.75278573,低级别
‘00029535,2350,6,3,0.560506051,0.729378438,低级别
‘00029536,2361,169,13,0.512196496,0.536279646,低级别
‘00029537,2364,148,8,0.310207895,0.724991824,低级别
‘00029538,2363,19,7,0.338262604,0.401428571,低级别
‘00029540,2450,13,3,0.626575029,0.556666667,低级别
‘00029541,2450,75,8,0.539035088,0.631754386,低级别
‘00029542,2452,122,5,0.539704043,0.62962797,低级别
‘00029543,2451,2,14,0.495670996,0.487417749,低级别
‘00029545,2292,27,37,0.638907834,0.711618242,低级别
‘00029546,2279,39,13,0.656738522,1.295207065,低级别
‘00029548,2229,249,5,0.618326823,0.816523438,低级别
‘00029549,2374,155,6,1.10878739,1.411917587,低级别
‘00029551,2464,17,6,0.479996958,0.712800426,低级别
‘00029552,2467,5,4,0.552634723,0.632482973,低级别
‘00029553,2453,122,17,0.761383589,0.766042959,低级别
‘00029554,3112,5,6,0.510375213,0.500159181,低级别
‘00029556,2413,86,3,0.847149287,0.977906977,低级别
‘00029557,2454,49,42,0.737414398,0.82888368,低级别
‘00029559,2489,20,36,0.754389654,0.780540427,低级别
‘00029560,2469,136,9,0.402212307,0.484971184,低级别
‘00029561,2464,13,15,0.766421553,0.786000742,低级别
‘00029563,2228,36,5,0.83045292,0.656454112,低级别
‘00029565,2391,46,8,0.718700159,0.73,低级别
‘00029568,2446,70,8,0.739108699,0.849335095,低级别
‘00029570,2341,33,18,0.548955376,0.606473393,低级别
‘00029571,2388,49,10,0.566526442,0.63820012,低级别
‘00029574,2186,7,30,0.643279485,0.710310421,低级别
‘00029581,2476,43,11,0.709722222,0.794405556,低级别
‘00029582,2426,7,14,0.747574287,0.863340661,低级别
‘00029583,2396,2,12,0.598110777,0.667475788,低级别
‘00029584,2391,128,8,0.723549985,0.736839114,高级别
‘00029586,2473,2,29,0.53967261,0.624062142,低级别
‘00029587,2470,6,4,0.145111184,0.49,低级别
‘00029588,2361,6,33,0.873611111,0.822045139,中等级别
‘00029589,2338,242,5,1.292376465,1.431082518,低级别
‘00029590,2478,23,10,0.781842818,0.740704607,低级别
‘00029592,2402,159,7,0.634179292,0.842835086,低级别
‘00029593,2430,12,6,0.504741328,0.558324331,低级别
‘00029595,2458,19,5,0.488618147,0.6,低级别
‘00029596,2212,29,42,0.686031494,0.689107347,中等级别
‘00029599,2365,50,8,0.510454156,0.550535561,低级别
‘00029600,2208,71,20,0.634330782,0.689008119,低级别
‘00029601,2428,45,5,0.637819337,0.711194231,低级别
‘00029602,2463,47,11,0.614364641,0.668441989,低级别
‘00029603,2420,136,6,0.461362554,0.510932825,低级别
‘00029604,2179,7,6,0.561686086,0.575950423,低级别
‘00029605,2429,83,4,0.318383167,0.5975,低级别
‘00029607,2976,61,4,0.677894212,0.680426647,低级别
‘00029608,2437,75,19,0.523789744,0.530618533,低级别
‘00029611,2447,174,4,0.477503813,0.5525,低级别
‘00029612,2411,110,9,1.249178098,1.266818955,低级别
‘00029613,2388,36,26,0.601229088,0.660206311,低级别
‘00029614,2403,1,23,0.545345561,0.58678535,低级别
‘00029616,2414,86,6,0.64257747,0.731697058,低级别
‘00029617,2430,128,13,0.640937863,0.691424881,低级别
‘00029619,2200,21,18,0.514809384,0.564194037,低级别
‘00029620,2426,17,18,0.518771331,0.543373677,低级别
‘00029621,2427,12,4,0.798796791,0.856403743,低级别
‘00029624,1705,152,8,0.612158569,0.710826686,低级别
‘00029626,2358,3,29,0.516797467,0.720812337,低级别
‘00029631,2199,18,26,1.554352227,0.895,低级别
‘00029633,2404,25,27,0.835418156,0.656554235,低级别
‘00029639,2396,7,16,0.718668407,0.848968668,低级别
‘00029640,2448,244,5,0.466191182,0.619987959,低级别
‘00029641,2461,125,4,1.308035714,0.870829082,低级别
‘00029642,2455,20,4,0.544656759,0.608785563,低级别
‘00029643,2412,13,18,0.547657852,0.637822933,低级别
‘00029645,2326,67,2,0.739542906,0.791129797,低级别
‘00029647,2378,14,5,0.272375505,0.632410834,低级别
‘00029648,2360,172,7,0.668430802,0.700924848,低级别
‘00029649,2448,16,57,0.579941936,0.687300726,低级别
‘00029651,2446,98,9,0.874855454,0.7877014,低级别
‘00029653,2449,5,34,0.60394169,0.664473299,低级别
‘00029655,2433,141,3,0.342510121,0.482558704,低级别
‘00029656,2225,37,5,0.747200689,0.774,低级别
‘00029660,2201,110,3,0.570790816,0.596666667,低级别
‘00029664,2398,46,30,0.339546214,0.562647556,低级别
‘00029665,2444,68,14,0.738555133,0.752292776,低级别
‘00029669,2377,199,7,0.650827199,0.782147803,低级别
‘00029672,2381,50,3,0.599282297,0.607930622,低级别
‘00029673,2361,73,8,1.02949904,1.411505498,低级别
‘00029675,2268,88,7,0.468309442,0.414100225,低级别
‘00029678,2295,12,6,0.374372364,0.41288813,低级别
‘00029679,2396,284,2,0.861269735,0.966073228,低级别
‘00029682,2269,11,16,0.669383873,0.713211059,低级别
‘00029683,2297,30,10,0.743941606,0.7968,低级别
‘00029684,2402,104,3,0.647041679,0.675464879,高级别
‘00029686,2407,30,2,0.81044002,1.086826167,低级别
‘00029687,1992,171,6,0.237763887,0.802775091,低级别
‘00029688,2359,96,4,0.84308925,1.116207434,低级别
‘00029689,2336,93,3,0.421708726,0.351228337,低级别
‘00029690,2384,248,4,0.93385448,0.920863901,低级别
‘00029692,2413,110,17,1.019543665,1.037147194,低级别
‘00029693,2408,175,6,0.751110234,0.850003947,低级别
‘00029694,2361,20,20,0.719380239,0.756445517,低级别
‘00029695,2357,34,15,0.462056276,0.627666831,低级别
‘00029696,1907,23,11,0.366748166,0.790715518,低级别
‘00029697,1855,11,17,0.627222526,0.704262395,低级别
‘00029701,2333,8,13,0.712284213,0.827644233,低级别
‘00029706,2270,90,2,1.184293857,1.304164028,低级别
‘00029707,2351,9,20,0.62443899,0.680997195,低级别
‘00029708,2352,103,18,0.588254322,0.656728246,低级别
‘00029709,2315,13,45,0.629763842,0.682911587,低级别
‘00029710,2398,147,5,0.403511197,0.455131324,高级别
‘00029711,2367,20,8,0.281311791,0.648648841,低级别
‘00029713,2423,126,14,0.571917591,0.739916323,低级别
‘00029715,2391,27,2,0.617303442,0.70023366,低级别
‘00029717,2401,122,25,0.403538354,0.711794069,低级别
‘00029719,2161,5,56,0.574902983,0.579420861,中等级别
‘00029720,2341,21,21,0.697667265,0.684309664,低级别
‘00029721,2400,73,17,0.564944019,0.641000221,低级别
‘00029722,1844,21,3,0.375472346,0.604163518,低级别
‘00029725,2415,8,13,0.415028467,0.549648727,低级别
‘00029726,2209,81,9,0.750668807,0.751147138,低级别
‘00029727,1993,3,41,0.510670732,0.540292683,低级别
‘00029728,2397,27,10,0.594154643,0.800490196,低级别
‘00029730,2260,8,28,1.088560327,1.393130141,低级别
‘00029732,2376,44,9,0.593379505,0.566625191,低级别
‘00029733,2357,24,31,0.653148521,0.711557192,低级别
‘00029734,2380,112,13,0.526823775,0.655711011,低级别
‘00029735,1977,7,35,0.64279664,0.573983553,中等级别
‘00029736,2002,208,4,0.71764951,0.792077516,低级别
‘00029738,2395,140,6,0.318256508,0.373941019,低级别
‘00029739,2371,11,31,0.626291433,0.682041189,低级别
‘00029741,1712,1,2,0.643424537,0.675,低级别
‘00029743,2273,80,28,0.672664016,0.725076789,低级别
‘00029744,2403,19,22,0.506499587,0.59579675,低级别
‘00029745,2374,56,5,0.84539749,0.827069038,低级别
‘00029748,2389,119,3,0.67539267,0.707417801,低级别
‘00029750,2318,14,3,0.605603448,0.681954576,低级别
‘00029751,2343,1,20,1.142607846,0.950539578,中等级别
‘00029752,2354,7,43,0.821303644,0.929799128,中等级别
‘00029754,2380,148,2,0.452980523,0.774068464,低级别
‘00029755,2379,43,8,0.307728602,0.617640842,低级别
‘00029756,2392,116,6,0.895711061,0.9151693,低级别
‘00029757,2349,116,9,0.463267453,0.510101312,低级别
‘00029759,2331,163,12,0.727830153,0.781696942,低级别
‘00029760,2336,22,30,0.621733892,0.710483015,低级别
‘00029761,2348,268,4,0.501609874,0.57457875,低级别
‘00029762,2339,22,4,0.401404494,0.394539326,低级别
‘00029763,2361,96,24,0.895746703,0.750006534,低级别
‘00029764,2830,11,32,0.569611816,0.76074076,中等级别
‘00029765,2282,80,19,0.64540385,0.688342508,低级别
‘00029766,2364,18,66,0.749360723,0.785338209,高级别
‘00029767,2333,29,25,0.703726482,0.68014669,低级别
‘00029768,2349,20,15,0.727558826,0.865921855,低级别
‘00029771,2343,116,9,0.706120318,0.657266084,低级别
‘00029773,2370,52,10,0.920696864,0.851965157,低级别
‘00029774,2373,1,6,1.082766846,1.186576029,低级别
‘00029778,1567,70,12,0.546572475,0.620800254,低级别
‘00029781,2253,170,6,0.434472934,0.498256173,低级别
‘00029784,2267,31,12,0.822179381,0.818098779,低级别
‘00029785,2350,44,3,0.562771234,0.672027278,低级别
‘00029787,2283,3,20,0.485287659,0.596013761,低级别
‘00029788,2262,68,14,0.571238489,0.741791729,低级别
‘00029789,2216,119,10,0.321046097,0.657955921,低级别
‘00029790,2343,74,11,0.595931252,1.452599088,低级别
‘00029791,2343,33,20,0.567227757,0.633540021,中等级别
‘00029795,2227,121,11,0.720251611,0.847978647,低级别
‘00029798,2223,123,11,0.515240056,0.743882728,低级别
‘00029802,2324,72,3,0.514078111,0.507683924,低级别
‘00029804,2271,1,35,0.649073336,0.638534502,中等级别
‘00029806,2331,148,3,0.653385164,0.774868805,低级别
‘00029808,2295,97,15,0.576205942,0.646572838,低级别
‘00029809,2276,16,27,1.09010915,1.326618262,低级别
‘00029810,2317,168,6,0.459691809,0.6104412,低级别
‘00029812,2364,29,19,0.363581568,0.678654049,低级别
‘00029815,2343,20,40,0.399473817,0.711193585,低级别
‘00029816,2301,41,15,0.63017592,0.673560543,低级别
‘00029817,2318,153,6,0.474174544,0.778442252,低级别
‘00029818,2335,26,9,0.511786992,0.511709114,低级别
‘00029820,2329,26,7,0.636324231,0.69535674,低级别
‘00029821,2322,60,15,0.679175671,0.699151426,低级别
‘00029824,2345,2,64,0.710211126,0.757229554,低级别
‘00029825,1582,12,19,0.52876756,0.684742606,低级别
‘00029828,2270,11,8,0.294361413,0.605887228,低级别
‘00029829,2442,11,8,0.364984506,0.593053342,低级别
‘00029830,2346,108,8,0.96006216,0.797297591,低级别
‘00029831,2266,42,22,0.413087935,0.495555818,低级别
‘00029833,2322,34,14,0.48371896,0.551323132,低级别
‘00029834,2346,14,4,0.821780148,0.858018868,低级别
‘00029835,2211,1,3,0.660152009,0.638159609,低级别
‘00029836,2343,57,6,0.409992575,0.515031293,低级别
‘00029837,2309,45,7,0.435284839,0.571009464,低级别
‘00029838,2248,12,6,0.298096806,0.510838503,低级别
‘00029842,2317,109,9,0.484867938,0.704309428,低级别
‘00029843,2288,28,10,0.396171036,0.596479888,低级别
‘00029844,2294,200,3,0.410952883,0.766666667,低级别
‘00029846,2213,66,23,0.562664687,0.778438486,低级别
‘00029850,2336,27,17,0.716158192,0.737334463,低级别
‘00029851,2329,234,2,0.676301853,0.7734797,低级别
‘00029852,2212,6,23,0.655597902,0.69702049,中等级别
‘00029853,2353,1,21,0.581615558,0.610174812,低级别
‘00029854,2220,2,5,0.82079288,0.891423948,低级别
‘00029855,2264,90,4,0.273871812,0.785,低级别
‘00029856,2278,30,12,0.612218099,0.64399372,低级别
‘00029859,2190,198,5,0.727147292,0.721895481,低级别
‘00029862,2309,83,10,0.321733678,0.690040756,低级别
‘00029863,2325,9,12,0.40393229,0.6,低级别
‘00029864,2329,8,10,0.212722207,0.420782038,低级别
‘00029865,2324,21,39,0.624129691,0.678484244,低级别
‘00029866,2327,134,4,0.733944954,0.75,低级别
‘00029868,2324,5,27,0.90804358,0.76837773,低级别
‘00029869,2321,12,13,0.561628912,0.623498629,低级别
‘00029870,2284,1,24,0.713526431,0.827742161,中等级别
‘00029871,2322,17,14,0.837581836,0.83177671,低级别
‘00029872,2329,68,5,0.834169228,0.85391037,低级别
‘00029874,2435,33,9,0.72468811,0.741007384,低级别
